chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr22	38316450	38317988	174.8	0.7	2.925e-04	2.447e-03
chr1	4343957	4345068	56.6	1.3	3.130e-04	2.456e-03
chr4	99816311	99820499	729.4	-0.4	1.432e-04	2.456e-03
chr7	151251437	151252264	38.2	1.6	3.136e-04	2.478e-03
chr1	226674234	226675141	69.9	-1.2	3.215e-04	2.483e-03
chr14	91356763	91358043	66.7	-1.2	3.207e-04	2.509e-03
chr14	105526125	105530182	862.9	0.3	9.802e-05	2.509e-03
chr19	1025938	1029165	1528.4	-0.2	2.273e-04	2.513e-03
chr19	49055880	49056818	138.4	0.8	3.163e-04	2.530e-03
chr20	33662946	33664843	914.6	0.3	1.023e-04	2.530e-03
chr1	153679099	153679965	26.6	2	1.949e-04	2.534e-03
chr22	46067295	46068101	45.4	-1.4	2.965e-04	2.538e-03
chr16	81737852	81741347	581.7	-0.4	1.901e-04	2.540e-03
chr4	40177698	40178950	102.4	-0.9	2.282e-04	2.540e-03
chr5	132813185	132813956	32.4	1.8	3.524e-04	2.545e-03
chr11	66567827	66568974	242.6	0.6	3.135e-04	2.545e-03
chr22	37696684	37697530	46.5	-1.4	3.198e-04	2.546e-03
chr18	59269018	59269735	45.9	1.4	2.552e-04	2.554e-03
chr3	180678958	180680415	525.7	0.4	1.918e-04	2.574e-03
chr11	68038457	68041444	1055.2	-0.3	1.527e-04	2.579e-03
chr10	68560173	68561294	83.4	1	3.421e-04	2.616e-03
chr12	459310	461124	447.7	0.4	3.141e-04	2.619e-03
chr20	35226433	35227429	26.9	2	1.399e-04	2.619e-03
chr2	74715116	74716120	204.5	0.6	3.434e-04	2.654e-03
chr3	141796248	141797652	56.3	1.2	3.432e-04	2.656e-03
chr12	92464829	92469279	674	-0.4	2.003e-04	2.658e-03
chr1	205343868	205344608	24.7	2.1	1.403e-04	2.660e-03
chr7	47621098	47622490	296	-0.5	3.454e-04	2.663e-03
chr2	224582485	224587024	1406	-0.3	1.929e-04	2.678e-03
chr5	177357478	177359066	620.4	-0.4	2.026e-04	2.702e-03
chr13	27448187	27451671	1248.4	-0.3	1.017e-04	2.727e-03
chr16	56869785	56870518	43.2	1.4	3.831e-04	2.739e-03
chr19	10242064	10242876	43.9	-1.4	3.560e-04	2.741e-03
chr14	69610335	69614074	1242.5	-0.3	2.026e-04	2.783e-03
chr2	207768057	207770978	759.2	0.4	1.144e-04	2.788e-03
chr2	113157056	113157832	31.3	1.7	3.339e-04	2.818e-03
chr9	34522410	34523713	132	0.8	2.867e-04	2.836e-03
chr19	48991838	48995137	1595.5	-0.2	2.677e-04	2.853e-03
chr2	23384703	23385906	58.1	1.2	3.632e-04	2.853e-03
chr1	89842782	89845042	819	-0.3	1.126e-04	2.855e-03
chr3	183114294	183116817	590.7	-0.4	2.145e-04	2.864e-03
chr16	14301322	14304645	1017.8	0.3	1.156e-04	2.899e-03
chr3	36922960	36925678	399.6	-0.5	3.824e-04	2.911e-03
chr19	48633515	48639160	1270.8	-0.3	1.094e-04	2.912e-03
chr17	49259887	49260869	112.8	0.9	3.369e-04	2.941e-03
chr6	167350448	167351656	120.7	0.9	2.698e-04	2.943e-03
chr20	35276741	35278474	584.3	-0.4	2.231e-04	2.945e-03
chr6	353359	354912	150.5	-0.7	3.867e-04	2.968e-03
chr3	181710795	181711700	86.3	-1	3.076e-04	3.021e-03
chr14_GL000225v1_random	48716	49099	33	1.6	4.284e-04	3.030e-03
chr4	47836483	47838065	469.9	0.4	2.017e-04	3.039e-03
chr12	2958421	2960896	542.5	0.4	2.330e-04	3.043e-03
chr15	92807851	92812234	727.8	-0.3	1.850e-04	3.078e-03
chr6	16759265	16763145	897.7	0.3	1.871e-04	3.088e-03
chr11	62708475	62710255	357.7	-0.5	3.784e-04	3.095e-03
chr17	76994006	76996107	329.4	-0.5	3.820e-04	3.123e-03
chr2	206083498	206087540	1179.3	-0.3	2.298e-04	3.137e-03
chr11	67506354	67509236	1329.6	-0.3	2.320e-04	3.141e-03
chr1	42462657	42463631	89.7	1	3.217e-04	3.141e-03
chr10	102113527	102115715	226.9	-0.6	3.891e-04	3.142e-03
chr15	40252257	40253407	147.3	0.8	2.918e-04	3.155e-03
chr13	33679242	33680447	69.7	1.1	3.239e-04	3.157e-03
chr7	74656785	74662475	2059.4	-0.2	2.999e-04	3.158e-03
chr7	152432348	152437389	1886.1	-0.2	2.956e-04	3.159e-03
chr8	130041525	130042893	330.7	-0.5	3.902e-04	3.173e-03
chr16	89574820	89576118	47.4	1.3	4.233e-04	3.197e-03
chr18	59056434	59057268	55.6	-1.3	4.139e-04	3.198e-03
chr2	25420888	25422068	108.8	0.9	4.227e-04	3.206e-03
chr16	12144464	12146926	219.7	-0.6	4.282e-04	3.220e-03
chr9	99818818	99825283	2290.9	0.2	4.714e-04	3.220e-03
chr20	64101498	64103143	307.7	-0.5	4.313e-04	3.229e-03
chr1	29349580	29350377	26.7	2	1.779e-04	3.234e-03
chr16	30341561	30343892	802.8	-0.3	1.984e-04	3.236e-03
chr22	40531705	40534131	167.5	-0.7	4.126e-04	3.236e-03
chr21	46226361	46228845	876.1	-0.3	1.309e-04	3.250e-03
chr13	20525145	20526638	330.4	0.5	4.387e-04	3.274e-03
chr3	175271321	175274386	202	-0.6	4.112e-04	3.285e-03
chr6	34145092	34145832	19.4	2.4	2.629e-04	3.285e-03
chr11	66855668	66857731	572.2	0.4	2.226e-04	3.299e-03
chr7	23430633	23431751	42	1.5	4.370e-04	3.299e-03
chr6	20212169	20213176	43	1.4	4.388e-04	3.311e-03
chr16	46850055	46851430	249.5	-0.6	4.436e-04	3.312e-03
chr7	106108388	106113125	1867.7	-0.2	3.196e-04	3.318e-03
chr1	116666776	116668160	145.1	0.7	4.428e-04	3.328e-03
chrX	153966246	153973980	2100.1	-0.2	4.946e-04	3.347e-03
chr16	2133611	2134192	16.1	3.1	8.620e-05	3.354e-03
chr8	98064230	98064969	27.4	1.8	4.394e-04	3.356e-03
chr4	74444633	74445840	195.4	0.6	4.296e-04	3.385e-03
chr12	120640055	120642000	428	0.4	4.553e-04	3.386e-03
chr2	128232879	128234015	220.8	0.6	4.406e-04	3.466e-03
chr22	46536760	46538717	120.9	0.8	4.549e-04	3.466e-03
chr9	114504219	114506119	458.6	0.4	4.669e-04	3.466e-03
chrX	13938049	13939052	81.3	1	4.249e-04	3.467e-03
chr1	29121387	29122630	90.6	0.9	4.570e-04	3.476e-03
chr1	228457032	228457942	74	1.1	4.695e-04	3.486e-03
chr12	26935872	26941695	1981.6	-0.2	3.407e-04	3.488e-03
chr16	30948676	30950506	576.7	-0.4	2.723e-04	3.488e-03
chr20	33562189	33564143	129.8	-0.8	4.119e-04	3.488e-03
chr22	22694059	22695229	212.3	0.6	4.522e-04	3.493e-03
chr22	31126726	31128569	247.7	-0.6	4.429e-04	3.493e-03
chr12	116508168	116509051	47.1	1.4	3.675e-04	3.501e-03
chr22	20298743	20300280	202.9	0.6	4.475e-04	3.526e-03
chr9	134271645	134272368	56.9	-1.2	4.839e-04	3.526e-03
chr13	20127345	20128809	342.6	0.5	4.847e-04	3.558e-03
chr5	132825302	132825942	29.4	1.7	4.782e-04	3.558e-03
chr20	57470023	57470955	52.2	-1.3	4.910e-04	3.572e-03
chr6	131807083	131808697	307	0.5	4.860e-04	3.577e-03
chr17	43899945	43901205	117	0.8	3.800e-04	3.602e-03
chr2	42567511	42570503	756.7	-0.4	2.238e-04	3.602e-03
chr2	222789318	222790658	131.8	-0.8	4.778e-04	3.602e-03
chr1	228463727	228464773	54.1	1.3	4.490e-04	3.626e-03
chr17	17782812	17783805	49.5	1.3	5.054e-04	3.663e-03
chr1	87334059	87335874	283.7	-0.5	4.775e-04	3.709e-03
chr22	39459722	39460560	39.2	-1.5	4.609e-04	3.715e-03
chr14	102927482	102929570	254.9	-0.6	4.861e-04	3.723e-03
chr15	52780422	52780947	17.4	2.6	1.949e-04	3.725e-03
chr19	16324335	16325444	100	0.9	3.949e-04	3.725e-03
chr2	96143329	96146897	1332.7	0.3	2.849e-04	3.725e-03
chr8	144472308	144473572	420	-0.4	5.289e-04	3.742e-03
chr19	45078604	45081276	989.4	-0.3	1.626e-04	3.770e-03
chr12	51424351	51425495	272.3	0.5	5.186e-04	3.786e-03
chr16	85553058	85558547	1626.4	0.2	3.728e-04	3.790e-03
chr18	41380253	41380955	12.9	-4.6	1.323e-04	3.790e-03
chr22	49916981	49920556	1354.5	-0.3	2.909e-04	3.790e-03
chr20	52971642	52973743	259.6	0.5	5.239e-04	3.816e-03
chr12	51269566	51270949	213.8	0.6	5.268e-04	3.820e-03
chr1	204492986	204495935	1210.6	-0.3	1.607e-04	3.833e-03
chr17	27293694	27296817	1348	-0.3	2.429e-04	3.851e-03
chr5	60843238	60844880	485.7	0.4	3.064e-04	3.856e-03
chr2	199850447	199851660	275.6	0.5	5.100e-04	3.872e-03
chr22	39144330	39146285	639.7	0.4	9.298e-05	3.886e-03
chr1	156571922	156572898	231.7	0.6	5.045e-04	3.907e-03
chr1	54051611	54054942	1643.5	-0.2	3.877e-04	3.908e-03
chr16	2026466	2027543	67.6	1.1	5.379e-04	3.908e-03
chr12	113130172	113131178	66.5	-1.1	4.204e-04	3.928e-03
chr22	42437594	42438212	56.6	1.2	4.970e-04	3.957e-03
chr19	604972	605489	74.3	1	4.987e-04	3.968e-03
chr6	142926412	142927665	299.9	0.5	5.092e-04	3.970e-03
chr4	140252509	140253464	135.2	0.8	5.367e-04	3.976e-03
chr8	85219009	85222160	1444.6	-0.2	2.524e-04	3.976e-03
chr9	20375705	20377420	106.3	-0.9	5.491e-04	3.993e-03
chr3	97821018	97822889	456.2	0.4	5.186e-04	3.994e-03
chr2	104433637	104435732	173.2	-0.7	5.303e-04	3.997e-03
chr11	18228300	18229635	91.2	-0.9	5.521e-04	4.008e-03
chrUn_GL000216v2	143101	143517	18.1	2.4	4.770e-04	4.021e-03
chr1	51344628	51345581	55.7	1.2	5.505e-04	4.062e-03
chr2	144470266	144471642	114.4	-0.9	3.948e-04	4.062e-03
chr2	74833444	74836793	1637.6	-0.2	4.000e-04	4.074e-03
chr15	37097111	37102447	1997.2	-0.2	4.055e-04	4.128e-03
chr2	130755553	130756448	39.3	1.5	5.330e-04	4.210e-03
chr2	144515550	144520792	1256.8	0.3	3.289e-04	4.215e-03
chr2	169768001	169769026	71.2	1.1	5.948e-04	4.215e-03
chr9	137068487	137071370	1053.5	-0.3	1.686e-04	4.215e-03
chr7	50303375	50313422	3835	-0.1	4.257e-04	4.220e-03
chr4	25913095	25915772	774	-0.3	1.862e-04	4.233e-03
chr19	7917445	7918020	20.4	2.3	2.270e-04	4.238e-03
chr4	39624380	39627425	464.9	-0.4	6.122e-04	4.238e-03
chr6	159168837	159170012	37.4	1.5	5.384e-04	4.238e-03
chr2	161136414	161140264	352.1	-0.5	5.595e-04	4.267e-03
chr13	21669012	21671563	602.2	0.4	3.478e-04	4.269e-03
chr10	30026836	30028076	70.6	1.1	5.976e-04	4.271e-03
chr14	22489211	22491258	177.6	-0.7	5.610e-04	4.271e-03
chr2	241802941	241804466	143.4	0.8	5.238e-04	4.272e-03
chr10	110410088	110410806	53.8	-1.2	6.000e-04	4.283e-03
chr1	201021365	201024189	614.2	0.4	3.529e-04	4.285e-03
chr8	89755775	89760158	2973.1	-0.2	4.351e-04	4.285e-03
chr12	49346478	49347971	77.5	1	6.113e-04	4.296e-03
chr1	226870100	226871438	352	0.5	5.612e-04	4.300e-03
chr20	47727926	47728614	24.7	-2.1	2.316e-04	4.300e-03
chr13	94548214	94550523	1168.6	-0.3	3.389e-04	4.303e-03
chr7	6530562	6531759	223.5	0.6	5.828e-04	4.324e-03
chr10	97183782	97186625	290.7	-0.5	5.838e-04	4.329e-03
chr19	42279509	42282021	689.5	-0.4	2.851e-04	4.395e-03
chr12	105083669	105084617	44.4	1.4	6.172e-04	4.416e-03
chr1	201649910	201650897	75.5	1	6.351e-04	4.443e-03
chr3	125766374	125767286	65.4	1.1	6.141e-04	4.458e-03
chr3	181806743	181808256	34.4	-1.6	6.859e-04	4.508e-03
chr5	83473421	83475014	181	0.7	5.973e-04	4.508e-03
chr3	138328553	138330287	464.2	0.4	5.944e-04	4.526e-03
chr7	150974188	150976216	567.4	-0.4	3.699e-04	4.526e-03
chr18	61892929	61894832	433	0.4	6.442e-04	4.527e-03
chr5	160421344	160423728	498.7	-0.4	3.733e-04	4.527e-03
chr19	49329757	49331692	88.7	-1	4.993e-04	4.542e-03
chr7	101742230	101744320	564.6	-0.4	3.256e-04	4.547e-03
chr14	68821340	68822460	122.7	-0.8	5.044e-04	4.582e-03
chr15	42454859	42457829	305.9	-0.5	6.752e-04	4.601e-03
chr4	1207243	1209783	572.1	-0.4	3.812e-04	4.644e-03
chr5	177402378	177404887	490.6	0.4	3.800e-04	4.665e-03
chr7	1980337	1981158	85.5	-1	4.645e-04	4.669e-03
chr15	76995020	76995859	44.1	1.4	6.527e-04	4.702e-03
chr17	45018802	45019813	84.3	1	6.653e-04	4.706e-03
chr6	90376181	90377652	87.5	0.9	5.893e-04	4.729e-03
chr3	187968061	187969827	101.5	-0.9	6.712e-04	4.742e-03
chr15	90664749	90666173	420.9	0.4	6.348e-04	4.749e-03
chr2	38408570	38410573	100.7	-0.9	5.277e-04	4.768e-03
chr3	62950352	62951928	101.8	-0.9	4.787e-04	4.793e-03
chrX	85378141	85379854	174.1	-0.7	6.554e-04	4.794e-03
chr15	64823568	64826617	898.3	-0.3	3.152e-04	4.804e-03
chr7	134932813	134933764	92.1	0.9	6.701e-04	4.804e-03
chr17	81509220	81516949	3752.8	-0.1	4.870e-04	4.819e-03
chr4	86593843	86594943	60.5	1.1	6.404e-04	4.918e-03
chr8	144336709	144338989	755.8	0.3	4.109e-04	4.928e-03
chr1	151721303	151721938	49.5	1.3	7.176e-04	4.943e-03
chr15	22664235	22665214	64	1.1	5.501e-04	4.946e-03
chr12	131828065	131829006	35.8	1.5	7.111e-04	4.959e-03
chr7	26155454	26157141	161.6	-0.7	7.153e-04	4.959e-03
chr8	11443130	11445430	115.5	-0.8	5.525e-04	4.959e-03
chr7	112938082	112941131	1652.6	-0.2	5.116e-04	4.961e-03
chr5	6583032	6583721	18.5	2.4	2.915e-04	4.982e-03
chr9	92762312	92765963	1904.7	-0.2	5.166e-04	4.991e-03
chr2	34820799	34822873	110.6	-0.9	5.611e-04	5.026e-03
chr12	48971325	48972122	37.8	1.4	7.834e-04	5.052e-03
chr5	117454862	117455393	24.5	1.9	4.375e-04	5.063e-03
chr1	8702680	8703842	268.4	0.5	6.937e-04	5.093e-03
chrX	136146603	136147955	149.9	0.7	5.722e-04	5.114e-03
chr17	58415085	58417687	139	-0.8	5.195e-04	5.146e-03
chr3	57164309	57165573	371	0.4	7.463e-04	5.165e-03
chr1	197919581	197920466	56.1	1.2	7.334e-04	5.203e-03
chr2	176177798	176178751	48.1	1.3	7.429e-04	5.268e-03
chr14	105596488	105596988	26.5	-1.9	3.168e-04	5.298e-03
chr3	107927295	107928369	137.6	0.8	7.484e-04	5.302e-03
chr1	89820381	89824155	1466.1	0.2	5.458e-04	5.336e-03
chr2	134717847	134719854	435	0.4	7.743e-04	5.342e-03
chr19	10227195	10228011	42.9	-1.3	7.620e-04	5.388e-03
chr2	179859648	179862103	389.6	0.4	7.325e-04	5.388e-03
chr1	24847800	24848900	176.6	0.6	7.330e-04	5.389e-03
chr9	121945500	121946940	74.3	-1	7.822e-04	5.395e-03
chr2	184596717	184602012	2125.4	-0.2	5.626e-04	5.397e-03
chr12	118103231	118104389	134.3	0.8	6.866e-04	5.401e-03
chr1	24321687	24323020	177.1	0.6	7.388e-04	5.417e-03
chr4	153465315	153471791	1733	-0.2	5.698e-04	5.417e-03
chr9	37023699	37038314	5045.2	-0.1	5.711e-04	5.453e-03
chr2	17538585	17539287	30.6	1.6	8.564e-04	5.461e-03
chr2	127855545	127859919	1081.4	-0.3	2.534e-04	5.471e-03
chr3	49407735	49413751	1823.4	-0.2	8.800e-04	5.476e-03
chr6	158853179	158854996	240.2	-0.6	7.615e-04	5.524e-03
chr17	64778079	64779235	168.8	0.7	7.642e-04	5.541e-03
chr8	63085779	63086301	19.7	2.1	6.952e-04	5.569e-03
chr15	28094644	28097408	343	0.5	8.159e-04	5.580e-03
chr8	96644651	96646088	233.7	0.6	7.718e-04	5.587e-03
chr22	29580167	29581959	532.9	-0.4	4.156e-04	5.626e-03
chr22	36158197	36161120	753.8	-0.3	3.771e-04	5.642e-03
chr8	37796480	37797590	221.5	0.6	7.750e-04	5.646e-03
chr12	11824105	11825422	68.2	-1.1	8.270e-04	5.652e-03
chr13	98761718	98762111	17	2.4	4.997e-04	5.685e-03
chr19	45467139	45470402	1021.9	0.3	3.831e-04	5.691e-03
chr6	18122263	18123306	65.4	1.1	8.464e-04	5.694e-03
chr7	128135298	128136629	553.5	0.4	4.906e-04	5.696e-03
chr21	36319458	36322753	994.3	-0.3	2.413e-04	5.722e-03
chr3	69739107	69740125	42.6	1.4	8.250e-04	5.754e-03
chr20	31587489	31588350	78.1	1	8.470e-04	5.767e-03
chr17	3959374	3965651	2085.1	-0.2	9.426e-04	5.813e-03
chr10	62048625	62051229	328.5	0.5	8.134e-04	5.894e-03
chr4	83334355	83335307	108.6	0.8	8.479e-04	5.901e-03
chr11	76669823	76671438	244.8	-0.5	8.810e-04	5.951e-03
chr20	8535501	8537723	217.3	-0.6	8.290e-04	5.951e-03
chr1	46489273	46490126	44.6	1.3	8.774e-04	5.955e-03
chr9	37650326	37651744	337.7	0.5	8.847e-04	5.990e-03
chr1	38046295	38047480	72.6	1	8.991e-04	6.010e-03
chr10	11762994	11763627	18.6	2.3	5.355e-04	6.043e-03
chr19	4060177	4062763	156.1	-0.7	8.877e-04	6.046e-03
chr19	38228545	38230151	262.8	0.5	8.989e-04	6.070e-03
chr5	78735073	78736121	72.2	-1	8.761e-04	6.070e-03
chr5	56813950	56818376	2307.9	-0.2	9.933e-04	6.087e-03
chr1	19664533	19665215	22.2	2	5.457e-04	6.142e-03
chr22	41237261	41238429	229	0.6	9.212e-04	6.187e-03
chr13	98142568	98143275	15.4	2.9	2.662e-04	6.225e-03
chr4	824754	826249	103.6	0.8	9.017e-04	6.229e-03
chr8	49268606	49270703	67.2	-1	9.293e-04	6.267e-03
chr15	22785746	22788275	981.9	-0.3	4.279e-04	6.275e-03
chr1	37930247	37932986	881.3	-0.3	2.848e-04	6.341e-03
chr1	181104557	181106211	358.2	0.4	9.449e-04	6.348e-03
chr11	73307097	73309017	444.3	0.4	9.784e-04	6.348e-03
chr17	39773929	39779050	1011.2	-0.3	4.342e-04	6.348e-03
chr19	6516020	6518441	906.2	-0.3	2.886e-04	6.348e-03
chr22	50188797	50191607	329.1	-0.5	8.868e-04	6.348e-03
chr7	100866983	100868814	313.9	-0.5	8.865e-04	6.348e-03
chr16	69964932	69965736	74.3	1	9.278e-04	6.376e-03
chr12	26121865	26123352	295.8	0.5	9.599e-04	6.403e-03
chr12	6278112	6279089	144.6	0.7	9.502e-04	6.408e-03
chr2	130353948	130356948	1011.9	-0.3	4.416e-04	6.439e-03
chr4	189032142	189033063	30.4	-1.6	9.537e-04	6.439e-03
chrX	54495521	54496365	27.1	1.9	3.999e-04	6.468e-03
chr5	100898807	100905909	2446.8	-0.2	6.977e-04	6.498e-03
chr8	6834169	6836044	338.3	0.5	1.012e-03	6.542e-03
chr11	59819136	59820695	142	-0.7	8.599e-04	6.562e-03
chr1	173415276	173418391	585.6	-0.4	5.715e-04	6.600e-03
chr10	27258631	27259316	30.1	1.7	9.714e-04	6.641e-03
chr3	167379842	167380509	115.6	0.8	9.932e-04	6.663e-03
chr7	102286034	102290046	2534.3	-0.2	7.195e-04	6.663e-03
chr11	9003392	9004197	52.4	1.2	1.030e-03	6.768e-03
chr3	194333541	194333998	33.1	1.5	9.921e-04	6.768e-03
chr12	42588953	42590627	343	0.5	9.489e-04	6.802e-03
chr2	3658041	3660469	153.1	-0.7	1.019e-03	6.821e-03
chr12	68157535	68160031	88.4	-0.9	1.006e-03	6.852e-03
chr20	34311427	34312086	38.7	1.4	1.112e-03	6.859e-03
chr5	139647754	139651300	1306.1	-0.2	5.758e-04	6.883e-03
chr16	87699686	87700539	50.3	-1.2	1.057e-03	6.921e-03
chr18	21598375	21601570	1445.3	-0.2	5.845e-04	6.921e-03
chr6	107730736	107732289	137.2	-0.7	8.096e-04	6.921e-03
chr20	25862837	25863874	123.8	0.8	8.156e-04	6.965e-03
chr20	17964950	17974035	2833.9	-0.2	7.596e-04	6.988e-03
chr21	43728207	43729684	379.1	0.4	1.057e-03	6.988e-03
chr3	4867923	4869304	216.7	0.6	1.000e-03	7.003e-03
chr1	28647903	28648596	70.1	1	1.078e-03	7.033e-03
chr15	83207032	83208529	57	1.1	9.681e-04	7.033e-03
chr17	77460157	77460931	64.7	-1.1	9.705e-04	7.044e-03
chr6	37783140	37784448	102.5	0.9	7.467e-04	7.045e-03
chr3	192917509	192918464	26.1	2	4.347e-04	7.046e-03
chr16	81830783	81832492	285.3	-0.5	1.007e-03	7.082e-03
chr9	33676568	33677590	171.4	0.7	1.011e-03	7.101e-03
chrX	64850904	64852217	34.9	1.5	1.051e-03	7.101e-03
chrY	7452481	7453573	67.9	-1	1.099e-03	7.139e-03
chr1	206117280	206117969	46.2	1.3	1.059e-03	7.144e-03
chr3	71226410	71227605	36.7	1.4	1.077e-03	7.146e-03
chr2	170823219	170823972	20.4	2.2	4.202e-04	7.209e-03
chr17	49746370	49747292	58.3	1.1	1.114e-03	7.228e-03
chr20	51562152	51563042	73.2	1	1.081e-03	7.274e-03
chr11	48022628	48023621	55.2	-1.1	1.083e-03	7.280e-03
chr13	102399773	102401065	90.4	0.9	9.709e-04	7.280e-03
chr18	25514334	25516529	138.9	-0.7	1.083e-03	7.280e-03
chr19	45443135	45444886	198.3	0.6	1.050e-03	7.280e-03
chr2	224442033	224443180	110.5	0.8	8.619e-04	7.280e-03
chr5	159051448	159053475	179.8	-0.7	1.043e-03	7.281e-03
chr20	62671619	62672012	11.9	3.9	2.134e-04	7.289e-03
chr17	67995300	67996512	122.5	0.8	7.810e-04	7.301e-03
chr14	51650789	51653012	656.8	0.3	5.109e-04	7.312e-03
chr1	155307967	155310798	1337.9	-0.2	6.270e-04	7.319e-03
chr4	173332398	173336229	1675	-0.2	7.955e-04	7.353e-03
chr2	219441455	219442428	66.5	1	1.100e-03	7.357e-03
chr6	134051624	134053057	240.4	-0.5	1.058e-03	7.359e-03
chr5	177507436	177510708	1320.1	-0.3	3.250e-04	7.375e-03
chr6	152183419	152185651	103.3	0.9	7.915e-04	7.375e-03
chr19	42176309	42177719	160.7	0.7	1.085e-03	7.384e-03
chr16	2467680	2468789	131	0.7	8.805e-04	7.390e-03
chr18	9404277	9405154	78.9	1	1.034e-03	7.394e-03
chr19	51193981	51195040	67.8	-1.1	8.879e-04	7.441e-03
chr2	48529679	48530919	149.2	0.7	1.137e-03	7.441e-03
chr1	207882011	207883662	74.7	-1	1.144e-03	7.441e-03
chr12	4270872	4272025	38.5	1.4	1.145e-03	7.441e-03
chr12	14772893	14775884	1197.3	-0.3	3.293e-04	7.442e-03
chr10	561034	561962	34.1	-1.5	1.236e-03	7.447e-03
chr20	32031079	32031735	41.3	1.3	1.242e-03	7.477e-03
chr10	45418507	45420115	210.6	0.6	1.106e-03	7.488e-03
chr22	24805754	24806719	96.6	0.9	1.135e-03	7.533e-03
chr12	12023449	12025319	112.8	-0.8	1.136e-03	7.538e-03
chr16	3045596	3046423	30.7	1.5	1.257e-03	7.553e-03
chr12	11852475	11855007	403.8	-0.4	1.102e-03	7.602e-03
chr7	47253907	47254888	222.3	0.6	1.104e-03	7.611e-03
chr7	103445608	103446204	30.6	1.6	1.155e-03	7.645e-03
chr17	78359754	78360829	46.8	1.2	1.201e-03	7.657e-03
chr2	178413168	178415291	479.1	0.4	6.909e-04	7.659e-03
chr7	41704840	41705738	38.1	1.4	1.164e-03	7.693e-03
chr7	101866868	101867423	26.5	-1.8	4.932e-04	7.693e-03
chr3	48465660	48467761	414.2	-0.4	1.207e-03	7.744e-03
chr14	24051300	24052970	649.7	0.4	3.797e-04	7.755e-03
chr18	76978445	76982413	1590.5	-0.2	1.328e-03	7.755e-03
chr11	112289796	112290633	155	0.7	1.055e-03	7.760e-03
chr9	26889344	26893570	1196.8	-0.3	5.540e-04	7.762e-03
chr7	130140998	130141967	113.2	0.8	8.454e-04	7.767e-03
chr19	19224691	19225688	126.2	0.8	1.181e-03	7.775e-03
chr4	88280489	88285692	1324	-0.2	6.730e-04	7.782e-03
chr1	162068830	162070596	521.3	0.4	7.097e-04	7.823e-03
chr7	151248741	151249422	22.4	2	7.314e-04	7.823e-03
chr13	74287190	74289000	193	-0.6	1.172e-03	7.852e-03
chr14	21024691	21025666	35.9	1.4	1.230e-03	7.895e-03
chr5	159205798	159210132	1302.4	-0.2	6.852e-04	7.903e-03
chr15	89362221	89362846	24.4	1.9	5.053e-04	7.947e-03
chr22	35330290	35330887	43.7	1.3	1.212e-03	7.948e-03
chr6	16305716	16306672	52.1	1.2	1.263e-03	7.972e-03
chr4	176011955	176013802	95	-0.9	1.253e-03	8.067e-03
chr18	62522013	62527931	2609.8	-0.2	8.933e-04	8.080e-03
chr1	32741226	32742543	200.3	0.6	1.192e-03	8.123e-03
chr10	114239059	114239979	91.8	0.9	8.966e-04	8.180e-03
chr1	6170736	6171265	12.7	3.2	3.702e-04	8.190e-03
chr18	10948599	10951637	327.3	-0.5	1.192e-03	8.191e-03
chr5	177086814	177087707	197.2	-0.6	1.231e-03	8.199e-03
chr16	85610335	85616043	1336.3	-0.2	3.933e-04	8.208e-03
chr8	141391526	141392640	101.6	0.8	1.131e-03	8.230e-03
chr11	61021436	61023024	105.8	-0.8	1.288e-03	8.253e-03
chr16	67560903	67565591	2028	-0.2	1.439e-03	8.307e-03
chr1	167629107	167632787	992.6	-0.3	4.158e-04	8.318e-03
chr14	58151434	58152847	256.1	0.5	1.254e-03	8.319e-03
chr4	163164915	163167753	944.7	-0.3	3.959e-04	8.319e-03
chr7	44104235	44104966	36.4	1.4	1.193e-03	8.323e-03
chr3	121992665	121994154	271.8	0.5	1.233e-03	8.348e-03
chr12	62435004	62436229	72.6	1	1.320e-03	8.383e-03
chr11	67372542	67374225	250.1	0.5	1.328e-03	8.412e-03
chr7	65037768	65040048	654.2	-0.3	6.074e-04	8.425e-03
chr1	86831896	86832493	13.8	3	3.924e-04	8.442e-03
chr15	55615259	55620391	618	-0.4	7.826e-04	8.442e-03
chr18	35410713	35411499	41.8	-1.3	1.220e-03	8.479e-03
chr18	6729059	6730192	118.6	0.8	1.174e-03	8.487e-03
chr1	30824012	30824847	46.9	1.2	1.047e-03	8.527e-03
chr17	7548572	7549398	20.4	2.2	5.191e-04	8.558e-03
chr2	186693388	186694759	324.2	0.5	1.261e-03	8.582e-03
chr11	73660671	73661686	154.4	0.7	1.057e-03	8.597e-03
chr3	125212103	125213087	32.2	1.5	1.468e-03	8.598e-03
chr14	100064984	100069849	619.9	-0.4	7.839e-04	8.623e-03
chr6	25881933	25882483	56	1.1	1.246e-03	8.628e-03
chr12	39615476	39621436	1151.2	-0.3	4.345e-04	8.679e-03
chr8	42139756	42141075	500.1	0.4	7.994e-04	8.709e-03
chr10	30701216	30706245	552.6	-0.4	8.161e-04	8.751e-03
chr19	2289831	2290536	47.2	1.2	1.391e-03	8.761e-03
chr19	49887534	49888334	44.4	-1.3	1.382e-03	8.765e-03
chr22	23893316	23896167	1350.9	-0.3	4.258e-04	8.765e-03
chr7	81690136	81692391	126.8	-0.7	1.084e-03	8.778e-03
