TMD8_DMSO_rep1	TMD8_DMSO_rep2	TMD8_DMSO_rep3	TMD8_JIB04_150nM_rep1	TMD8_JIB04_150nM_rep2	TMD8_JIB04_150nM_rep3	TMD8_JIB04_500nM_rep1	TMD8_JIB04_500nM_rep2	TMD8_JIB04_500nM_rep3
ADAM9	4.244495	3.442997	3.422309	3.071887	2.596734	2.88904	2.45026	2.561884	2.6079
ADAMDEC1	0.4595021	0.421352	0.489511	0.355309	0.347103	0.282292	0.0949108	0.232182	0.1354902
ADAMTS1	0	0	0	0	0	0	0	0	0.0256175
ADAMTS10	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0.00654409	0	0.0166731	0.0119987
ADAMTS13	0.302095	0.1714756	0.2071127	0.328147	0.2370832	0.266864366	0.4735437	0.48457	0.466264
ADAMTS14	0	0	0.006384131	0	0.01596527	0.01230402	0	0	0.02256007
ADAMTS15	0	0	0	0	0.00737891	0.00568696	0	0	0
ADAMTS16	0	0	0.0067629	0	0	0	0	0	0
ADAMTS17	0.0246043	0.113549	0.076319	0.0704257	0.145899	0.14048	0.0895554	0.179565	0.137369
ADAMTS18	0.0167348	0.019376	0	0.00797897	0	0.0163576	0.0227166	0.0347271	0.0299927
ADAMTS19	0	0	0	0	0	0	0	0	0
ADAMTS2	0.91985	1.47104	1.29175	1.09738	1.02102	1.21249525	0.860872	1.15105	1.16697
ADAMTS20	0	0.00666761	0	0	0.00730336	0	0.00586277	0	0
ADAMTS3	0	0	0	0	0	0	0.0173116	0	0
ADAMTS4	0.766394	0.586454	0.905433	0.709902	0.669365	0.986774	0.56665	0.598345	0.818896
ADAMTS5	0.0101332	0.00781538	0.00342446	0	0.0128436	0.00330008	0.00687357	0	0.00605119
ADAMTS6	0.264147	0.256072	0.261003	0.206633	0.354944	0.326532	0.284933	0.342837	0.275092
ADAMTS7	0.225777	0.158369	0.171015	0.748454	0.809489	0.870401	1.33565	1.57353	1.53182
ADAMTS8	0	0.0106174	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	0.00568966	0.00438543	0	0	0.00804114
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0.00408273	0	0	0
ADAMTSL2	0.29927	0.349882	0.354441	0.316376	0.319647	0.397472	0.298586	0.2976497	0.43677
ADAMTSL3	0	0	0.00453621	0.00639697	0.0056714	0.00437137	0.00455274	0	0
ADAMTSL4	0.462519	0.3144603	0.575843	0.3345175	0.385897	0.565985	0.315451	0.4391172	0.551432
ADAMTSL5	1.11219	1.11758	0.905266	1.0338	0.928723	1.26936	1.11595	0.875667	0.929729
ADAP1	23.0466	22.467	22.1295	19.7415	19.1959	20.537	15.8779	16.9031	17.3598
ADAP2	1.04125	1.32248	1.05919	0.647042	0.896059	1.14963	0.626877	0.665754	0.840298
ADAR	73.9618372	58.50373	57.7881	48.07745	43.920918	44.14936	32.680402	35.266741	37.266598
ADARB1	0.2393552	0.2505251	0.1517846	0.1946942	0.3547595	0.3755661	0.467083	0.4483184	0.361698361913
ADARB2	0.117808	0.166938	0.11617	0.147526	0.126263	0.180109	0.136753	0.14875	0.156989
ADARB2-AS1	0	0.078026	0.135566	0	0.169938	0.130477	0	0	0.119459
ADAT1	9.385052	8.017868	8.297083	8.057906	7.253224	8.212305	6.472307	7.002981	7.135599
ADAT2	3.38088	2.93899	2.80264	2.79719	2.45235	2.49249	1.73043	1.76735	2.28106
ADAT3	4.09815	3.80183	3.47839	2.94782	2.50595	3.53702	1.74327	2.25057	2.86827
ADC	0.0237836	0.0368546	0.0483615	0.18179	0.302487	0.326161	0.566551	0.534588	0.484018
ADCK1	2.1101300566744	1.972677	1.96444	2.088776	2.238267	2.417102	1.6987	1.94947	2.191435
ADCK2	7.09227	6.32047	6.03301	6.27426	5.9003	5.62751	5.52312	5.26642	5.53689
ADCK3	17.11	13.8824	14.0847	14.0579	12.6331	13.7074	11.7738	13.4885	14.9074
ADCK4	9.95144	9.88557	10.42575	8.87873	8.78019	9.6257	7.89429	8.59156	8.51709
ADCK5	6.38063	5.69233	5.5758	6.78748	6.27356	6.27882	5.45388	5.02564	6.10647
ADCY1	0.255692	0.238553	0.244843	0.233895	0.231008	0.294644	0.233056	0.23473	0.236362
ADCY10	0.0300453	0	0.00677417	0.0191044	0.00847031	0.0130555	0.0067995	0.0332628	0.0119687
ADCY10P1	0.450204	0.331139	0.36651	0.614037	0.643201	0.685178	0.567472	0.697758	0.614907
ADCY2	0.105761	0.233679	0.246664	0.159034	0.205903	0.257772	0.222748	0.157104	0.181012
ADCY3	15.3377	13.1111	13.6978	15.3687	14.7664	15.9766	12.3368	12.159	13.0862
ADCY4	0.2364677	0.2170819	0.228698	0.5359521	0.5754662	0.52079312	0.4920611	0.617713	0.7068762
ADCY5	0.019397	0.0374428	0.0262388	0.0463816	0.03427	0.047543	0.0597527	0.0201864	0.0463595
ADCY6	0.3722293	0.3140354	0.305498	0.3509524	0.4931463	0.5453118	0.646366	0.656481	0.6108844
ADCY7	13.166	10.9202	11.1843	10.5426	10.3687	11.1818	9.54771	10.5469	10.4293
ADCY8	0	0	0	0	0	0	0	0	0
ADCY9	1.12746	0.790286	1.01506	1.16457	1.07548	1.06219	0.876294	0.929121	1.05073
ADCYAP1	0.0318297	0.0368752	0.0111573	0.0303434	0.0138543	0.020758	0.0216358	0.01325	0.0393972
ADCYAP1R1	0.065619163406	0.05116331228	0.04063989921	0.08491893326	0.04841416395	0.08018361226	0.03293211219	0.04549344909	0.07104856008
ADD1	14.2649067	12.050433	11.14192	11.03659	9.796735	10.3548008	7.4115908	9.1044131	9.400798
ADD2	0	0	0	0	0	0	0.00924284	0	0
ADD3	12.0447420006399	9.0459074	8.766416	9.045904	8.6725379	9.121813	8.229388	8.944399	8.963911
ADGB	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0.0243508	0	0	0	0.0733798	0.0299223	0
ADH1B	0.0381482	0	0	0	0	0.0248958	0	0.0158648	0
ADH1C	0	0	0	0	0	0	0	0	0
ADH4	2.99605	2.91656	2.60423	2.96549	2.9623	3.6837	2.62351	1.9875	2.45263
ADH5	23.9842	21.3666	19.3426	17.3712	14.1317	13.8322	10.6191	12.9561	12.4937
ADH6	0.154983	0.0301298	0.0789635	0.111268	0.164711	0.126774	0.0793241	0.0646945	0.0464693
ADH7	0	0	0	0	0	0	0.0168559	0.0206177	0
ADHFE1	0.055422	0.0859629	0.0939678	0.0529784	0.117563	0.0543181	0.0566202	0.0923448	0.0331893
ADI1	36.4302	31.6277	28.8959	26.533	26.1683	26.3451	20.162	22.4165	24.8474
ADIG	0	0	0	0	0.067271	0	0	0.0660895	0
ADIPOQ	0.825557	0.983938	0.921652	0.85133	0.746612	0.945014	0.845299	0.706156	0.814291
ADIPOQ-AS1	1.00274	0.615863	0.699705	0.876102	0.780466	1.04324	0.642805	0.779895	0.662466
ADIPOR1	27.41608	23.474909	23.66171	21.677364	21.15012	21.0525	15.0282	17.452932	18.677038
ADIPOR2	23.1706	18.3923	17.4845	16.1699	15.0898	14.9347	11.529	12.8183	13.502
ADIRF	4.48299	5.0762	5.24464	5.85178	5.60852	6.34413	4.56662	4.48774	4.62075
ADK	19.697297	15.030317	14.144653	10.886557	9.552309	9.359654	6.8365636	8.274664	8.28699
ADM	0.186382	0.0579534	0	0.35676	0.665372	0.877979	1.60221	1.40003	1.38566
ADM2	0.259862	0.428771	0.405256	0.533387	0.453947	0.554839	0.48453	0.760754	0.5473276
ADM5	3.35039	4.08548	4.09146	2.66001	2.31891	2.28471	1.77755	1.51787	1.59269
ADNP	46.29004	36.13301	33.81522	30.69192	27.2566	27.75826	20.60057	22.14818	23.11342
ADNP2	18.5468	15.4352	15.6513	13.4546	11.6654	11.5351	8.53922	8.22618	9.08945
ADO	16.3242	13.3675	13.3135	12.3555	10.4784	10.3721	6.97126	7.35935	7.91009
ADORA1	0.0184742	0.0285901	0.0236156	0.0881953	0.0886068	0.0602768	0.118544	0.0869938	0.0884042
ADORA2A	20.5111	17.1357	17.073	21.6359	19.849	21.0859	17.1189	18.6032	18.5269
ADORA2A-AS1	2.93793	2.96625	2.70889	2.71706	3.02204	3.3307	2.562214	2.388836	2.82566
ADORA2B	2.14537	2.33107	1.92021	1.93345	1.8998	2.35119	1.88029	2.0358	1.69619
ADORA3	0.397373	0.326433	0.4090473	0.446144	0.3536479	0.504494	0.3636859	0.34723	0.2783626
ADPGK	26.51385	23.56416	23.50274	20.13687	18.50806	17.99166	15.13112	15.91838	15.2263
ADPGK-AS1	1.3305	1.20889	1.09402	1.54018	1.15695	1.79694	1.24179	1.32399	1.49726
ADPRH	6.73569	5.96726	5.5624	7.64653	7.04314	7.22609	6.46142	7.20748	7.35236
ADPRHL1	1.578129	1.514455	1.471567	1.066213	1.130728	1.160963	1.044058	1.503524	1.474149
ADPRHL2	4.55242	4.36232	4.38874	4.11352	2.98562	2.97602	2.26812	2.80068	2.70864
ADPRM	3.14941	2.06212	2.69102	2.40401	2.7963	2.68492	2.22036	3.12954	2.46052
ADRA1A	0.167076	0.405591	0.285269	0.404641	0.289019	0.410435	0.317089	0.210455	0.330663
ADRA1B	0.0689012	0.0889554	0.0466953	0.0658239	0.233646	0.104976	0.0781455	0.191168	0.164948
ADRA1D	0	0	0	0	0	0	0.0130539	0	0
ADRA2A	0.0129608	0	0	0	0	0.00845118	0.0176081	0.0107676	0.0154947
ADRA2B	0.0309825	0.0239565	0.0209737	0.0295708	0.0524596	0.0808375	0.357942	0.25752	0.351988
ADRA2C	0	0	0	0	0	0	0	0	0
ADRB1	0.14874	0.0849945	0.0858221	0.162587	0.124246	0.108046	0.123827	0.17033	0.170389
ADRB2	2.1973	1.822	1.38579	6.34838	6.11108	8.16096	10.4369	11.6386	11.8394
ADRB3	0.15675	0.102498	0.0872575	0.221395	0.137388	0.132894	0.12838	0.135572	0.074094
ADRBK1	60.4264	51.1653	51.2845	48.4521	44.7121	48.04	37.9925	41.8638	42.9081
ADRBK2	12.4961	10.304	9.91665	10.2311	8.82703	9.79616	7.49248	8.13532	8.58225
ADRM1	48.4951	43.02187	43.80169	35.81671	32.79012	35.06622	24.97579	25.33281	29.49065
ADSL	63.77083	52.84047	51.16237	43.50037	35.323328	34.87446	25.07677	28.21464	27.835458
ADSS	42.5111	35.2218	32.6796	28.0986	24.1043	23.7894	16.8789	18.8745	18.0642
ADSSL1	0.0602773	0.140324	0.102237	0.172912	0.255839	0.275784	0.4908757	0.7511565	0.575557
ADTRP	12.61721	10.52495	10.89302	12.6129	12.29187	12.36542	12.11985	12.90735	12.28886
AEBP1	26.9533	22.6454	23.5939	30.1645	28.1431	33.9864	27.7268	29.2306	32.7042
AEBP2	10.11736	8.61966000015116	7.837853	7.83761	6.744929	7.47012	6.621785	6.778449	6.755972
AEN	33.3995	30.3996	29.3125	36.3398	34.3991	36.3987	32.525	35.3828	36.4611
AES	181.63936	159.01109	160.37645	147.29162	139.73783	144.70499	103.64532	117.23924	124.5299
AFAP1	0.0458008	0.025618	0.0128303	0.0249512	0.0331814	0.0511511	0.0520941	0.0557273	0.0156319
AFAP1-AS1	0.754698	0.660364	0.534794	0.698807	0.52966	0.568182	0.329257	0.365763	0.548041
AFAP1L1	0.0122686	0.208669	0.141245	0.187277	0.145363	0.247986	0.150172	0.112206	0.0733339
AFAP1L2	0.0885572	0.06841944	0.110936	0.03620689	0.0321144	0.05773459	0.102793	0.10508272	0.10585455
AFF1	6.297427	5.08009	4.7512	5.31518	5.3257	6.27157	5.53407	6.40787	6.79694
AFF2	0.043701861184	0.08609559051	0.0784374	0.0877108	0.15774849996	0.13454	0.1608413768	0.120398	0.14707497037
AFF3	9.39206	8.35426	8.01935	7.93132	7.90219	8.91381	7.55809	8.05526	8.88166
AFF4	10.9073	9.08272	8.85426	9.95825	9.69174	10.8132	9.33339	10.2862	11.0553
AFG3L1P	7.225147	6.197773	5.713221	4.42998	3.889488	4.690927	3.370791	3.910143	3.753456
AFG3L2	55.9895	46.6757	44.6022	37.113	34.1362	32.0549	23.7878	27.6773	27.346
AFM	0.575847	0.385545	0.709907	0.675431	0.777105	0.683948	0.712891	0.784804	0.783587
AFMID	30.41077	26.08137	27.34322	20.34262	16.08399	17.86592	12.32543	12.72891	11.20794
AFP	0	0.0199107	0	0	0	0	0	0	0
AFTPH	32.1293	25.9495	25.53512	26.8026	24.78	25.80745	19.66836	21.03729	22.00927
AGA	5.930195	4.420018	4.472397	4.21171	4.685308	4.481663	3.359232	3.75243	4.98057
AGAP1	0.09601490245233	0.03878520703576	0.0463507214383	0.03922030539555	0.02033731268568	0.06265370725459	0.02170780378168	0.03413170904143	0.02871335493357
AGAP11	0.253855	0.19554	0.150648	0.241534	0.190123	0.143827	0.1886	0.256011	0.164698
AGAP2	4.202346	3.653335	4.23514	3.66419	3.274441	3.570345	2.811238	2.960014	3.007703
AGAP3	5.31477	4.56152	4.94509	4.09494	3.37633	3.1296	2.500715	3.14539	3.09898
AGAP4	3.72735	2.76112	2.03007	1.5754	2.21742	2.86592	2.18842	2.0347	2.2698
AGAP5	3.10252	2.83151	2.87414	2.47097	2.32041	3.23921	2.30028	3.01373	2.78467
AGAP6	9.93154	8.18577	8.36623	7.10834	7.17511	7.94683	6.06992	6.68338	8.02065
AGAP7	0	0.0797562	0.165011	0.313808	0.0496414	0.538889	0.282818	0	0.202696
AGAP8	0.910824	1.10727	0.904637	1.19481	1.11739	0.709145	0.817803	1.04182	0.906036
AGAP9	0.619033	0.454188	0.451279	0.446877	0.440723	0.675997	0.598444	0.304649	0.855553
AGBL1	0	0	0	0	0.0244403	0	0	0	0
AGBL2	0.184515	0.141556	0.161275	0.187262	0.249136	0.147947	0.26925	0.174711	0.236814
AGBL3	0.328121	0.374939	0.173803	0.217824	0.3381	0.288423	0.290789	0.331938	0.426449
AGBL4	0.123568	0.0742257	0.0377148	0.0325908	0.0309263	0.0837137	0.0501648	0.06127	0.0436885
AGBL5	9.03774	6.3404	6.84139	6.2584	4.82481	5.81543	4.5497	4.74641	5.46969
AGER	2.788488	3.1578921395	3.284381	2.158969	2.172545	2.475301	1.753158	1.7922166	2.044355
AGFG1	8.850177	6.8658059	6.5675736	5.908331	5.0023727	5.264623291	4.232222	4.170882	4.5318975
AGFG2	3.51854	3.54837	3.42306	3.10928	2.63464	3.01522	1.89712	1.61552	1.97885
AGGF1	13.7813	11.1576	10.3115	9.97831	8.53035	9.53222	7.19343	7.96102	8.40124
AGK	11.9014	10.2566	10.0855	8.47154	8.48776	8.55978	6.82514	7.27712	7.22204
AGL	8.44008300065043	6.77462649	6.1659621	5.69597017932937	4.82144210724067	5.3804994	4.20907985	4.65449580568	4.69828
AGMAT	2.50982	2.53441	2.52305	2.77042	2.55038	2.71972	1.8375	2.13568	1.98499
AGMO	0.273353	0.42786	0.397311	0.152977	0.262563	0.315938	0.351864	0.218379	0.290195
AGO1	7.86815	6.9488	6.60012	6.12139	5.93304	6.11599	4.64672	4.83656	4.8488
AGO2	16.571891	13.800835	12.8131	13.567161	13.603652	14.842126	12.666366	13.57173	13.3334
AGO3	3.135923	2.241111	2.458918	2.602543	2.60604	2.7522439	2.3713258	2.6905904	2.868731
AGO4	1.79011	1.67976	1.63764	1.64532	1.69969	1.70316	1.47472	1.57265	1.36452
AGPAT1	20.46035	19.20796	18.312907	16.56069	16.540888	16.433088	11.296	12.68378	12.81959
AGPAT2	0	0	0	0.035593	0.0316105	0	0.0472213	0.155196	0.133785
AGPAT3	14.80475	11.79127	11.335001	10.540402	8.80745	8.933247	6.703333	7.203224	7.006157
AGPAT4	0.336803	0.351264	0.290928	0.315136	0.284656	0.377873	0.376617	0.393304	0.350162
AGPAT4-IT1	0.398719	0.442983	0.271781	0.272513	0.242966	0.280544	0.312662	0.405115	0.411606
AGPAT5	10.4194	8.48758	8.65629	6.27026	5.61294	5.31514	3.74973	4.30993	3.82094
AGPAT6	5.37003	5.12445	4.90133	5.43725	4.93463	5.2738	4.62272	4.89141	5.48743
AGPAT9	3.44835	2.658863	2.28105000734982	2.224089	2.308453	2.090215	1.837297	1.927525	1.733308
AGPHD1	0.88611	0.764547	0.608607	0.968044	0.34223	1.053505	0.567698	0.995016	0.952083
AGPS	4.22351	3.45475	3.10762	3.05012	2.62417	2.6955	1.92232	2.26	1.9275
AGR2	0	0.0455577	0	0	0	0	0	0.0488583	0
AGR3	0	0	0	0	0	0	0	0	0
AGRN	1.4041	1.44105	1.45341	1.94712	2.39066	2.78368	3.22284	3.79083	3.51514
AGRP	2.85593	2.55466	2.65697	2.51919	2.03836	2.1403	1.36339	1.40181	1.43424
AGSK1	2.34081	2.208672	1.931459	1.87715300027116	1.590037	1.964372	2.19502	2.29406083	2.30069917988
AGT	0.0397377	0.0153795	0	0	0	0	0	0	0.0237736
AGTPBP1	11.3909	9.54068	9.197	8.55922	7.79112	7.76464	6.21588	7.16094	7.15869
AGTR1	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0
AGTRAP	6.251863	5.48010686	5.7821891	6.50999300149393	4.3314703	4.72051249	3.011564001058	3.9724897	3.553481
AGXT	0.0334222	0	0.0226864	0	0.0283883	0.0437099	0.113933	0.055749	0.0801159
AGXT2	0	0	0	0	0	0	0	0	0
AGXT2L1	0	0	0	0	0	0	0	0	0
AGXT2L2	10.0683	9.19292	9.74712	8.50626	8.58417	8.96696	8.10957	8.70934	9.04208
AHCTF1	38.8939	30.6369	30.4656	23.5818	21.6818	21.5839	15.0724	16.4139	17.7432
AHCTF1P1	0.159946	0.0771968	0.14662	0.0817428	0.0464234	0.0654953	0.0825135	0.0968067	0.0552384
AHCY	105.755978	87.621206	85.723098	81.4334	75.1538	77.639785	60.8145516	67.9216	67.343264
AHCYL1	18.728688	15.193586	15.63488	14.348089	14.281966	14.3912230041623	12.077705	12.98043	13.7530622
AHCYL2	3.791424	3.3510866	3.4799173	3.568619	3.467989	3.4007416	3.038095	3.1968416	3.4641871
AHDC1	2.67444	2.31025	2.16793	2.95573	2.81973	3.53469	2.74822	3.56904	3.29503
AHI1	1.872421	1.358613	1.355067	1.927911	1.774023	2.308765	1.918886	1.907522	2.250926139675
AHNAK	40.693135	34.571687	31.037918	27.014702	25.072978	28.310436	29.9139756	33.1474	35.137196
AHNAK2	0.607342	0.517213	0.596709	0.492807	0.542093	0.592321	0.557455	0.540968	0.592155
AHR	55.7911	45.0028	42.5564	32.4355	26.2303	24.1602	12.9927	14.046	14.5788
AHRR	20.45064	18.53009	18.77323	21.4975	20.93784	24.27713	17.72292	18.23216	19.68052
AHSA1	96.6321	86.593	84.1225	61.531	57.616	58.3161	34.7704	37.0376	39.6848
AHSA2	9.15779	9.52793	9.21095	10.5194	9.75669	10.3987	8.7757	9.81769	11.2879
AHSG	0	0	0	0	0	0	0.0463825	0	0
AHSP	0	0	0	0.133573	0	0.182848	0	0	0
AICDA	76.5919	62.7323	62.9418	43.0178	37.1734	35.1551	19.4923	22.3957	22.9273
AIDA	27.6396	21.0783	21.8739	18.1387	16.4771	16.7971	13.8701	14.2937	14.3156
AIF1	0.695688	0.236566	0.47925	0.4300435	0.4077571	0.7915896	0.098504	0.2965381	0.241427
AIF1L	0.0750426	0.174054	0.18884	0.0700654913	0.0994348	0.11747	0.0399094551	0.112263	0.125631
AIFM1	31.074502	26.405901	27.48992	23.498251	21.016987	21.975122	14.6667997	16.406502	16.312513
AIFM2	2.58517280153	2.65517	2.256962	2.7566	2.65216	3.165236	2.256195	2.198074	2.577636
AIFM3	0.0449272	0.0173989	0.045668300174006	0.0643768	0.0761678	0.0830285	0.0764256	0.0934798	0
AIG1	1.33345	1.31156	0.985849	1.0137	1.4006	1.12931	0.990364	0.818632	0.893754
AIM1	2.64191	2.26973	2.05895	2.01408	2.22366	2.1863	1.64868	1.68274	1.51111
AIM1L	0.0283978	0	0	0	0.0240151	0.0246773	0.0192781	0.0471534	0.0226233
AIM2	27.0385	21.803	20.1111	19.9355	17.5189	16.0495	12.6755	14.3856	14.1423
AIMP1	14.138998	10.64917	9.994524	9.56988	8.451862	7.962319	6.490956	7.38724	7.424772
AIMP2	32.5442	24.2541	23.1212	16.6123	14.7514	15.1306	9.45503	8.44908	10.3214
AIP	38.5823	31.0228	30.3729	30.8293	27.4678	28.2004	20.5179	22.708	24.1746
AIPL1	0.52763112	0.6740739	0.9110291	0.8210337	0.4881825	0.7342532	0.6507005	0.5791106	0.5371002
AIRE	0.65593	0.516279	0.479347	0.604874	0.411731	0.670659	0.26378	0.491702	0.357622
AIRN	0.2892566	0.238202	0.185443	0.3113979	0.328504	0.245704	0.240435	0.23714	0.1734026
AJAP1	0.297335	0.151678	0.154034	0.25032	0.266697	0.205332	0.0818531	0.290689	0.0629776
AJUBA	1.688183	1.728589	1.605568	1.9149497	1.4842707	1.978822	1.595934	1.515488	1.67293
AK1	1.53551	2.16257	2.06162	2.02584	1.92025	2.34001	2.21882	2.7759	2.72099
AK2	22.936269	20.0900647	19.491393	14.261879	12.652383	13.115645	8.80615	9.5194	10.168371
AK3	25.226682	21.282447	21.100074	18.066479	16.199448	16.828536	12.693202	14.068767	13.754259
AK4	14.69806	11.894189	11.423286	9.34659	7.967981	7.799022	6.172107	6.789792	7.408636
AK5	0.0456083	0.0940347	0.0205822	0.130586	0.0772199	0.0297483	0.0206622	0.050542	0.05454
AK7	0.812155	0.746435	0.570523	0.672758	0.674577	0.789617	0.760186	0.624079	0.549747
AK8	0.148266	0.0574505	0.0670058	0.118063	0.167646	0.145253	0.168211	0.185177	0.118341
AKAP1	18.318113	14.380173	14.58925	11.53324	10.376352	11.09053	7.489006	8.167478	8.362282
AKAP10	9.04956	7.67125	7.36379	7.06767	6.77435	7.73471	5.74926	6.19615	6.57324
AKAP11	27.0869	20.7164	20.3989	19.5682	17.5282	18.401	11.9953	13.0856	13.4721
AKAP12	0.315771	0.2672181	0.317112	0.266864	0.245877	0.26541	0.242938	0.2894994406	0.335265
AKAP13	13.132288	11.111757	10.477603	13.04938	13.598992	14.988546	13.355985	14.478481	15.48488
AKAP14	0.19108	0.0753327	0.065464	0	0.164108	0.0925558	0	0.0806264	0
AKAP17A	34.58965	30.66627	29.81167	32.59654	31.81299	34.87277	28.23581	31.95727	34.8396
AKAP2	17.82816	14.25374322	13.808442	12.9890965	12.62458	13.547165	12.923753	14.445188331	14.64349986
AKAP3	0.252335	0.15614	0.136682	0.0963511	0.142452	0.153649	0.16009	0.111887	0.281691
AKAP4	0	0	0	0	0	0	0	0	0
AKAP5	1.16224	1.19235	1.08496	1.19369	1.28849	1.43003	1.04059	1.20369	1.30185
AKAP6	0.112992	0.0944014	0.124095	0.107697	0.135251	0.196248	0.121347	0.152303	0.191171
AKAP7	0	0	0	0	0	0	0	0.0144204	0
AKAP8	16.1727	13.7327	14.046	11.4291	10.426	11.0946	8.54323	8.84123	9.89835
AKAP8L	28.7937	26.0516	26.8592	27.4429	29.0506	33.2872	29.0314	31.023	33.1764
AKAP9	8.27612	6.26853	6.06414	6.924709	6.56972	8.160001	6.65264	6.966279	7.5074
AKD1	1.551147	1.5880845	1.4320085	1.6927388	1.3859709	1.6262902	1.3515909	1.1176939	1.5992527
AKIP1	5.47823	5.507437	6.4793740049865	6.27142906199	7.185125497	7.6609840254457	6.8305225347	7.3683873353995	7.6291870297666
AKIRIN1	23.882134	20.718411	21.557335	19.105328	17.400636	17.282927	13.595202	15.649173	16.5629
AKIRIN2	32.3701	27.6673	26.7907	26.3501	25.3451	27.1403	22.0074	23.9361	26.7435
AKNA	38.8561	32.7318	32.2834	29.8314	28.8182	32.2758	25.2626	28.1818	30.6017
AKNAD1	0	0.0135239	0	0.0166894	0.0148054	0	0	0.0145359	0.0209112
AKR1A1	51.52717	45.11688	44.0813	39.4380654	34.99003	34.50609	29.2765	30.71636	35.21287
AKR1B1	54.9913	45.1475	46.3476	37.2979	34.3485	33.548	21.7701	22.4206	25.9719
AKR1B10	0.177471	0.435519	0.353781	0.407387	0.421618	0.764225	0.450043	0.217106	0.436786
AKR1B15	0.885802	1.1209	0.957486	1.06696	0.808027	1.26562	1.09588	1.2585	1.45477
AKR1C1	0	0	0	0	0.0670249	0.0515859	0	0	0
AKR1C2	0.18701	0.300245	0.292099	0.343201	0.158291	0.318986	0.195485	0.191269	0.189209
AKR1C3	0	0.0359376	0	0	0.0768416	0.0348164	0.123352	0.0889021	0.0553774
AKR1C4	0	0	0	0	0	0	0	0	0
AKR1C6P	0.117565	0.214311	0.135211	0.0749798	0.136096	0.130565	0.0276656	0.0997855	0.234092
AKR1CL1	0	0	0	0	0	0	0	0	0.0292689
AKR1D1	0.140400000745973	0.497177021022	0.290954035021	0.30955000997189	0.3106300138483	0.4944180300349	0.3397250139715	0.4791030310671	0.6567040288919
AKR1E2	0	0	0	0	0	0	0	0	0
AKR7A2	11.8735	10.5062	9.74944	9.60468	9.10489	10.2064	8.38347	8.73505	8.60823
AKR7A2P1	1.40315	1.15602	0.981607	0.711308	0.666971	0.729417	0.619873	0.689406	0.49511
AKR7A3	0.71508	0.730502	1.12203	0.569989	0.581237	0.631051	0.586297	0.854322	0.618672
AKR7L	1.558997	1.515084	1.820981	1.096187	1.24635	1.489086	1.274574	1.405465	1.649556
AKT1	31.75582	27.6576	27.74088	25.05205	21.69526	23.24242	17.62064	18.10554	19.32842
AKT1S1	53.7263	49.6309	50.593	42.87711	41.70666	45.95917	36.29127	39.48698	45.42421
AKT2	29.85078	27.62735	26.97863	22.52889	20.50886	21.84316	16.14052	17.92133	18.48322
AKT3	9.731139	8.568112	8.198605	9.202513	8.66618	10.09244	8.672987	9.380376	8.742893
AKTIP	4.13441	3.299505	3.424375	3.366125	2.67595	2.772137	2.609788	2.709581	3.091225
ALAD	7.73525	6.46173	6.51898	6.2894	6.18534	6.41636	5.2572	5.8213	5.88175
ALAS1	31.04632	24.86504	24.32728	25.3854	26.53403	28.17731	23.74133	24.03358	25.90804
ALAS2	0.0547603	0.106162	0.11141	0.0739988	0.139383	0.1894164	0.111882	0.193038	0.19675
ALB	0.023044	0.017851	0	0	0	0	0	0.0191811	0
ALCAM	31.46474	24.868996	24.378212	22.00958	18.694278	18.82932	15.863808	17.475174	18.06576
ALDH16A1	30.21754	32.28547	30.83406	31.05835	30.28785	30.722423	21.82011	22.80472	23.64841
ALDH18A1	43.3054	34.80797	33.33658	23.28035	20.43836	18.77099	11.60429	12.6423	13.623514
ALDH1A1	0.0217731	0.0168612	0	0	0	0	0	0.0181189	0
ALDH1A2	0	0	0	0	0	0	0	0	0
ALDH1A3	0.634855	0.635756	0.664078	0.702232	0.708343	0.715167	0.852914	1.04315	0.914382
ALDH1B1	20.237	16.7093	16.1487	12.3951	10.9294	10.4532	6.90542	7.3165	7.77015
ALDH1L1	2.2658098	2.041929	2.009885	1.09236	0.968964	1.1028172	0.672443	0.568147	0.684347
ALDH1L1-AS1	0.171806	0	0	0	0	0	0.119575	0	0
ALDH1L1-AS2	0	0	0.0150676	0	0	0.0145174	0	0	0
ALDH1L2	0.33197	0.370603028	0.393975515	1.6698232	1.73736	2.05724	1.8983155	2.080913	2.19074
ALDH2	1.72097	1.29465000208721	1.44126	2.20085	2.48989	2.59532	3.15301	2.99264	2.93935
ALDH3A1	0.315613	0.2774657	0.32344984	0.28595118005	0.455352	0.42847168	0.4251	0.2980285	0.24989804
ALDH3A2	9.3312	8.31007	7.755488	6.698822	6.15906	6.00089	4.418072	4.686838	5.063582
ALDH3B1	1.5497816783	1.88848447206	1.824052	1.391666	1.3364451	1.36525	0.917978332801	0.9681408	1.233738
ALDH3B2	0.0206085	0	0	0.0196822	0.034927	0.0538084	0.0788278	0.0342919	0.0246609
