OCI-Ly1_DMSO_rep1	OCI-Ly1_DMSO_rep2	OCI-Ly1_DMSO_rep3	OCI-Ly1_JIB04_150nM_rep1	OCI-Ly1_JIB04_150nM_rep2	OCI-Ly1_JIB04_150nM_rep3	OCI-Ly1_JIB04_500nM_rep1	OCI-Ly1_JIB04_500nM_rep2	OCI-Ly1_JIB04_500nM_rep3
ADAMTS13	0.547495	0.431042	0.662406	0.740996	0.497012	0.5114162	1.168876	1.421539	1.27834
ADAMTS14	0.03825755	0	0.05037706	0.1179282	0.05105763	0.0270486	0.2071391	0.03170536	0.116482
ADAMTS15	0	0	0	0	0	0	0	0	0
ADAMTS16	0	0.014787	0	0	0	0	0.00812603	0	0.0094885
ADAMTS17	0.249549	0.293585	0.227422	0.18942	0.288593	0.34771	0.124696	0.354652	0.169473
ADAMTS18	0.0508617	0.111358	0.0446513	0.0174189	0.00905111	0.0479466	0.0339976	0.0281028	0.0317614
ADAMTS19	0	0	0	0	0	0	0	0	0.00926721
ADAMTS2	1.81379	2.31045	1.93841	1.79481	1.52489	2.03312	1.02557	1.09568	1.63334
ADAMTS20	0.00875077	0	0	0	0.00934339	0.0123739	0.0491341	0.01934	0.057377
ADAMTS3	0	0	0	0	0	0	0	0	0
ADAMTS4	0.619549	0.611761	0.80292	0.645919	0.566349	0.668404	0.465901	0.473373	0.513156
ADAMTS5	0	0	0	0	0	0	0.0123483	0	0
ADAMTS6	9.87284	9.32323	11.4567	10.1496	11.8607	11.7482	12.9875	12.9964	13.3556
ADAMTS7	0	0.0534209	0.00963879	0.00940112	0.0488464	0	0.0954098	0.121328	0.0428514
ADAMTS8	0.0139224	0	0	0.0143093	0	0.0196887	0	0	0
ADAMTS9	0	0	0	0	0	0	0.00546931	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0
ADAMTSL2	0.704699	0.508986	0.522231	0.755233	0.74912	0.563469	0.625556	0.648808	0.647479
ADAMTSL3	0	0.0396828	0.0143215	0.0349124	0.00725755	0.0288318	0.0218071	0.0150234	0.0636712
ADAMTSL4	0.651561	0.779279	0.352894	0.623395	0.506946	0.402574	0.222658	0.618343	0.587736
ADAMTSL5	1.40188	0.728433	1.15758	0.887177	0.980432	0.902228	1.2847	1.26826	1.29634
ADAP1	0.0676783	0.0987937	0.0950137	0.0231996	0.0481549	0.063817	0.180976	0.0498164	0.168931
ADAP2	2.6145	2.72538	2.83798	2.56261	2.90449	2.24778	1.96623	2.40762	2.50044
ADAR	92.046827	89.42663	90.45955	93.86485	89.085094	94.523363	96.793046	98.06413	99.68182
ADARB1	0.4553539	0.3876302	0.452535	0.6225965	0.5705	0.643075	1.2697585	0.595185	1.108959
ADARB2	0.253084	0.207966	0.276372	0.198773	0.127392	0.247038	0.134855	0.211225	0.186257
ADARB2-AS1	1.51236	1.4727	0.846448	1.77166	0.858858	0.714043	1.45708	0.886176	0.470064
ADAT1	30.76013	29.87615	29.99962	29.37822	30.24464	28.73141	29.37089	32.39715	31.99428
ADAT2	8.69522	8.10265	8.83304	8.28576	9.32216	9.15147	8.05497	9.44712	9.02372
ADAT3	3.10441	2.9144	2.52143	2.80775	2.73353	2.56819	2.85631	2.90031	2.64583
ADC	0.0241217	0	0.0761908	0.19847	0.154462	0.136477	0.812748	0.639135	0.383807
ADCK1	4.78323	3.60454000053685	3.611294	4.10988	3.38961	3.621698	4.635917	5.1929	5.385814
ADCK2	42.6214	40.5409	38.6565	43.693	39.3726	36.3081	49.7072	50.7008	48.6786
ADCK3	17.0453	16.7678	14.5316	15.8545	15.897	15.2478	22.1522	24.185	24.021
ADCK4	19.74626	18.96476	17.39132	18.13129	17.80997	16.45063	16.80591	17.98311	17.01442
ADCK5	11.4829	11.7813	11.8891	12.258	11.6181	9.1942	13.8182	16.7704	14.5729
ADCY1	0.257981	0.239813	0.319376	0.347025	0.215105	0.290513	0.285071	0.264006	0.273671
ADCY10	0.0556186	0.0296231	0.1074186708	0.0625614	0.108342	0.0717462	0.0651164	0.0112125	0.0855386
ADCY10P1	0.741759	0.800992	0.832037	0.99119	0.911398	1.24289	1.29831	1.24342	1.70253
ADCY2	0.339123	0.604578	0.525516	0.479708	0.524628	0.422909	0.33237	0.32165	0.466171
ADCY3	27.3714	27.273	25.0655	26.7348	25.0893	25.2757	26.4318	28.4608	29.3497
ADCY4	0.205492	0.1311938	0.144292	0.19712	0.263251	0.1482898	0.47252964336	0.4633124	0.6592634
ADCY5	0.0196528	0	0.0103514	0.0403872	0.0209831	0.0138952	0.102466	0.130295	0.0828338
ADCY6	0.276399	0.193293	0.316631	0.344018	0.334645	0.374911	0.236859	0.34498	0.182923
ADCY7	11.4047	10.6452	10.7857	10.8205	10.7836	10.901	12.5375	13.8293	13.3346
ADCY8	0.0123749	0	0	0	0	0	0.0496323	0	0
ADCY9	1.12782	0.903044	1.03206	1.13212	1.10794	1.25754	1.90231	2.20092	1.96818
ADCYAP1	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0.088548416584	0.068873323557	0.120456726636	0.048962126593	0.035073557685	0.18362413229	0.101670616836	0.071550689747	0.089746568708
ADD1	30.921173	29.896854	30.5028598	30.31074	29.164217	28.740427	24.121148	27.3981394	26.136049
ADD2	0	0	0	0	0.014355	0.0194994	0.0946364	0.0456969	0.0486099
ADD3	70.36972	72.145785	81.83796	74.49464	84.51515	91.856	115.65057	119.52696	115.86137
ADGB	0	0	0	0	0	0	0	0	0
ADH1A	0.109207	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0.020642	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0
ADH4	6.26954	4.57457	5.23459	5.43853	5.53373	5.80099	4.13267	5.67417	5.59638
ADH5	73.8559	73.9755	72.2918	71.9786	70.9071	74.0645	67.5982	66.8748	65.8867
ADH6	0.0786777	0.114863	0.124186	0.2429978	0.167861	0.11132	0.157815	0	0.0367911
ADH7	0	0	0	0.0258326	0	0	0	0	0
ADHFE1	0.618482	0.53351	0.739866	0.607342	0.599992	0.914655	0.902148	1.36529	0.841826
ADI1	55.5341	60.8738	60.6877	63.8339	64.3351	64.3618	69.5418	68.9488	69.5962
ADIG	0.159988	0	0	0	0.0852222	0	0.128411	0	0.223979
ADIPOQ	1.24851	1.27869	1.07897	1.08091	0.975531	1.02879	0.711679	0.787988	0.982832
ADIPOQ-AS1	3.08194	2.57501	3.52332	2.91387	2.59414	3.05801	2.02019	1.9501	2.46191
ADIPOR1	44.48446	48.4852	50.9397	49.346	46.20732	54.95244	67.20822	70.90348	69.57974
ADIPOR2	52.5251	55.453	52.2199	51.4519	50.1232	52.0746	50.1935	51.0898	51.1579
ADIRF	1.71387	3.20172	1.00039	1.84304	1.3585	2.06649	2.14241	2.99877	2.96346
ADK	35.928482	36.180069	37.165254	36.487686	36.337902	37.46325	34.959356	33.481346	36.946597
ADM	4.35194	4.14351	4.22128	2.92169	3.5123	3.15897	4.61509	4.67532	4.95527
ADM2	1.17342	1.00225	1.37476	1.846857	1.717324	1.73845	6.79635	7.54074	7.63523
ADM5	2.84851	3.28278	3.55145	3.90641	3.2533	3.0749	2.66604	3.6963	2.99336
ADNP	26.981	24.173	27.9036	27.453	27.4207	29.628	25.17657	24.89923	28.0816
ADNP2	19.901	19.4335	19.677	19.1538	20.2722	19.1565	18.2382	20.2382	19.8115
ADO	12.8357	11.7448	13.1303	14.3173	13.2793	14.1267	17.431	19.7881	19.0038
ADORA1	0	0	0	0	0	0	0.0300495	0	0
ADORA2A	11.01	10.3568	9.11815	9.4956	9.60738	7.84478	8.70544	9.55599	9.26063
ADORA2A-AS1	2.098123	2.576443	2.42042	1.586807	1.323981	1.861566	1.082271	1.127899	1.416729
ADORA2B	1.18969	0.824657	1.1257	0.843403	0.880238	1.08144	0.795558	1.28764	1.12201
ADORA3	0.0735291	0.102443	0.17241	0.120289	0.19973	0.0661753	0.1516243	0.284096	0
ADPGK	41.45448	41.27283	41.6931	41.57178	42.67544	41.33509	49.3145	49.96479	48.64851
ADPGK-AS1	1.45281	1.02629	1.6777	1.24779	1.19217	1.31886	2.62757	2.57995	2.76479
ADPRH	0.862668	1.08553	1.04957	0.81026	0.825656	1.03068	1.21697	1.49512	1.33704
ADPRHL1	5.770947	6.363959	7.00323	5.722526	4.946733	5.051635	4.511059	4.8486	3.347262
ADPRHL2	34.9501	35.8593	33.6685	34.0295	31.4786	31.5949	39.9255	42.61	40.747
ADPRM	5.8549	5.08651	6.04833	5.6566	6.13145	6.30151	6.22485	5.86479	6.08144
ADRA1A	0.266641	0.667424	0.35313	0.343058	0.256085	0.639268	0.189412	0.24459	0.3557011
ADRA1B	0	0	0	0	0	0	0.0186855	0.0257161	0
ADRA1D	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0.0210723	0	0
ADRA2B	0	0	0.0165374	0.0807021	0.0335242	0.0444128	0	0.0520327	0.0441083
ADRA2C	0	0	0	0	0	0	0	0	0.0253863
ADRB1	0.108301	0.451614	0.0199768	0.0371139	0.154139	0.166876	0.0434584	0.0724216	0.103295
ADRB2	0.699746	0.718818	0.736689	0.746417	1.21694	0.806502	3.90876	3.37585	3.83221
ADRB3	0.42156	0.375883	0.329154	0.327882	0.41716	0.257358	0.403453	0.202405	0.190152
ADRBK1	60.6067	58.2694	54.3225	58.5856	58.1518	54.7109	54.2393	58.4013	56.6267
ADRBK2	1.75827	1.47095	1.44732	1.74375	1.80494	1.7882	2.61017	2.65152	2.52048
ADRM1	130.46014	114.4551	121.3363	123.4461	111.1452	119.2465	97.2048	109.2569	99.3033
ADSL	168.8095	171.4231	176.1588	173.8133	163.1672	167.8117	156.7021	145.1311	148.55151
ADSS	42.9312	46.1588	48.873	45.075	49.1213	50.1949	44.0783	44.7419	46.7757
ADSSL1	0.177154	0	0.09657	0.0314653	0.0978932	0	0.0490687	0.0337484	0.0858394
ADTRP	0	0	0.0624628	0	0	0	0	0	0
AEBP1	3.66922	2.95931	2.56784	3.63022	2.60267	3.23639	2.18499	3.03688	2.64417
AEBP2	8.403171	8.81723	9.93569	8.22905	10.22836931	10.400769	9.504775	10.78561	9.767548
AEN	45.7188	46.5535	42.3804	51.882	48.2579	43.8674	61.3182	66.7712	61.7006
AES	77.36776	81.11123	81.648127	86.72036	78.5719	81.9149	94.78809	101.48998	93.1965
AFAP1	0.4985601	0.546092	0.49577	0.587344	0.401593	0.496691	0.543732	0.424824	0.6054379
AFAP1-AS1	1.22156	1.13996	1.3203	1.29436	1.21416	1.12492	1.1517	1.06449	1.10179
AFAP1L1	0.422921	0.21786	0.301316	0.358838	0.225705	0.263827	0.2511032876	0.261116	0.43079
AFAP1L2	0.460826	0.690232	0.767662	0.408456	0.559412	0.397611	0.994958	1.2425	1.245321
AFF1	6.208784	6.534634	7.489489	6.643553	6.185879	7.20481	7.87308	9.74434	9.65899
AFF2	8.386324	7.80152709212	8.6910073	8.74942560005315	8.892510421	9.31626167	9.229461241	9.7872298702	9.893210042
AFF3	14.45412	13.14876	14.66129	13.25209	12.53892	13.85713	11.21224	12.99661	11.84177
AFF4	12.6731	12.77	13.2106	12.7733	14.0856	14.3469	16.5098	17.887	17.6347
AFG3L1P	19.07595	17.30389	19.0468	19.02476	18.6553	19.25794	19.0158	19.4329	18.1872
AFG3L2	120.272	127.111	128.083	120.08	119.698	117.407	108.578	112.546	108.901
AFM	0.0265515	0	0.0279527	0.0546241	0.0566696	0.0751157	0.0639025	0.0879262	0.049696
AFMID	82.542	74.3701	74.512	72.4639	72.2895	72.961	59.5807	54.9709	67.3407
AFP	0	0	0	0	0	0	0	0	0
AFTPH	30.87766	30.76453	34.04122	31.33716	36.56714	36.66054	38.39867	39.9303	40.32464
AGA	9.185671	7.29598	9.381325	11.280855	11.275154	11.289383	15.176153	15.151253	15.864262
AGAP1	0.060199700865067	0.06083070168935	0.12685600191258	0.09039640159364	0.14834900956191	0.09821270396307	0.048285600736184	0.10237000246068	0.09544610197335
AGAP11	0.868129	1.03797	0.771841	0.732851	0.604161	0.61774	0.659199	0.683288	0.588042
AGAP2	8.858759	7.837497	8.309311	9.40435	7.266069	7.81901	9.86097	11.18283	10.947876
AGAP3	1.593773	2.140841	1.522971	1.771068	1.969077	2.274152	4.046197	5.69274	4.798838
AGAP4	4.32759	3.02792	4.44504	4.82403	4.21366	2.72399	4.43908	6.59528	4.62058
AGAP5	3.8269	5.33105	4.42755	3.75254	4.27705	4.06845	4.44119	4.73476	5.15445
AGAP6	12.3547	10.4126	11.3021	11.3912	11.3781	10.7199	11.9204	13.8076	13.5381
AGAP7	0.146507	0.446019	0.402389	0.436334	0.371601	0.556684	0.440341	0.273032	0.331349
AGAP8	2.25294	2.56912	2.20248	2.23031	2.16744	3.66606	2.23746	1.74778	2.05579
AGAP9	4.37996	3.76399	5.02597	3.97708	4.64932	5.14599	4.754862	4.83637	5.12802
AGBL1	0.0438977	0.0854354	0.0308231	0.01504	0.0312417	0.0206934	0.0117377	0	0.0411061
AGBL2	0.746149	0.456204	0.970945	0.963693	0.6296	0.783524	1.24213	0.910217	1.73172
AGBL3	1.85076	1.5196	1.797	1.54559	1.74423	1.69717	2.42408	2.66738	2.36944
AGBL4	0.159275	0.205744	0.281377	0.213684	0.242534	0.19692	0.161358	0.376356	0.0958086
AGBL5	27.5667	28.6921	27.2287	28.4969	27.1868	30.8941	37.0639	43.4516	40.2974
AGER	3.534439	3.436963	3.14893503	3.57356	2.993504	4.800816	3.29617	3.344674849024	3.590908
AGFG1	8.126741	7.586828	8.384436	7.4669993	9.078084	9.374141	7.855332	8.96898	9.237227
AGFG2	2.67384	2.58659	2.2312	2.80141	2.5525	2.52069	3.97834	4.26361	3.74176
AGGF1	34.0194	37.8357	40.8918	34.5553	39.0271	41.3343	38.7685	37.1289	37.5027
AGK	26.7406	26.4686	28.7182	27.9076	28.5252	30.9086	30.1104	30.9167	30.6677
AGL	21.640777079922	21.855189226234	24.5640130216673	21.43806472513	23.197557387	26.318596521	17.9815135	18.202353216	19.06470516
AGMAT	3.64821	4.19198	4.58267	3.9902	4.44847	3.92374	3.53296	4.69826	3.98708
AGMO	0.482822	0.608658	0.790675	0.610817	0.290318	0.612947	0.240446	0.340492	0.501707
AGO1	14.2477	13.9774	14.5823	14.2738	13.9042	14.0964	12.0642	12.6383	13.2096
AGO2	16.886711	17.796492	17.232677	16.110199	15.6349	16.8091	17.1714	20.4529	19.7033
AGO3	15.47723	13.598972	16.063527	13.20591	14.26163	14.618642	16.30006	18.00837	18.170171
AGO4	7.19024	7.49197	8.221	7.01403	7.34932	8.20826	7.94183	8.49375	8.34519
AGPAT1	16.25331	14.9319	16.5346	17.45056	16.92812	18.66833	23.88365	23.77269	22.74673
AGPAT2	1.12458	1.07739	1.14656	1.671121	1.063433	1.06871	5.72369	7.08949	6.669563
AGPAT3	10.04652	11.1331	9.97171	10.04503	9.27567	9.61315	8.113609	8.52876408	8.800269
AGPAT4	0.663369	0.497959	0.891926	0.558153	0.519453	0.67892	0.679047	0.342143	0.580015
AGPAT4-IT1	0.0289979	0	0	0	0	0.245486	0.0696656	0.191709	0.108282
AGPAT5	18.3461	17.9718	20.3812	18.9435	22.0174	21.1166	20.0444	20.8963	23.6965
AGPAT6	19.6834	19.6962	19.8391	19.0304	19.031	19.7971	23.3436	24.0571	24.0509
AGPAT9	0	0	0	0.019603	0	0	0	0.1525446	0.01847405
AGPHD1	7.19219	7.958281	7.360795	6.71834	7.28391	7.887859	7.599229	6.551158	7.7173
AGPS	22.0815	22.8656	25.8219	21.9951	24.9983	26.335	23.0728	22.6434	23.8929
AGR2	0	0	0	0.0611101	0	0.167817	0	0	0.0553856
AGR3	0	0	0	0	0	0	0	0	0
AGRN	1.04803	0.735053	0.788669	1.25843	1.09	0.885285	1.21181	1.63209	1.50453
AGRP	6.05919	5.19097	6.19477	4.25285	4.64763	2.1736	3.30704	4.70976	2.94055
AGSK1	2.167033	3.48065171913	2.255024	2.48062	2.15609	2.626697	7.0790418585	7.80089	4.82001
AGT	0	0	0.0212138	0	0	0	0	0	0
AGTPBP1	33.8372	36.4537	42.3129	38.9494	42.7276	45.7121	52.8514	53.9592	55.1876
AGTR1	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0
AGTRAP	9.69307	9.49634	8.572846	10.916195	8.476539	9.763878	14.925359	16.881352	14.260136
AGXT	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0
AGXT2L1	0	0	0.0558142352292	0	0	0	0	0	0
AGXT2L2	17.4253	15.2931	15.1859	19.6841	17.5283	17.2018	30.5138	32.3684	28.5997
AHCTF1	34.4577	35.91	38.4113	35.1538	37.0701	39.4491	37.3541	39.7255	39.2531
AHCTF1P1	0.126803	0.069026	0.107335	0.113141	0.136384	0.0769352	0.110537	0.121963	0.167465
AHCY	185.177201	181.563019	173.13341	185.17734	183.08232	175.808637	159.886093	174.90237	167.019079
AHCYL1	22.21039423	24.09846	24.978404	24.8547468	26.3823188	24.1827187	34.55079	32.80612	36.152309
AHCYL2	7.68196	7.356459	7.577996	7.201652	7.277386	7.187197	11.0941621	11.8190647	11.0375545
AHDC1	1.81647	1.95481	1.44335	2.03226	1.70121	1.48015	1.83361	2.20306	2.19904
AHI1	13.76542	12.56312	15.60106	14.92551	15.89915	17.44719	15.75023	17.09801	17.11493
AHNAK	0.858885	1.019134	1.00261	1.040277	0.577864	1.154943	0.339663	0.320764	0.538148
AHNAK2	0.00268578	0.00392007	0.01698	0.013792	0.00286818	0.00759466	0.0366213	0.0356282	0.0176155
AHR	6.20721	6.07349	6.94324	5.61168	6.51108	7.43248	8.18399	8.55782	7.91615
AHRR	5.311	4.09223	4.48765	5.167114	4.926861	4.18195	6.17197	6.69676	6.304224
AHSA1	347.992	343.267	357.283	311.726	310.459	342.086	224.476	243.288	232.851
AHSA2	36.0004	32.6517	38.3248	36.9276	38.5707	39.1266	34.1603	41.3623	37.6973
AHSG	0	0	0	0	0	0	0.110785	0	0
AHSP	0	0	0	0	0	0	0	0	0.262395
AICDA	14.5448	14.4838	16.4707	18.1242	20.9865	20.6182	28.4029	32.9345	31.2718
AIDA	20.9755	20.6621	23.0285	24.5578	26.5246	27.1928	27.4386	30.984	30.1967
AIF1	1.7404768	4.202798	2.83161	2.7151031	2.8984709	1.95121	1.64323	1.71543	2.574638
AIF1L	0.212972	0.222051	0.0480653	0.1223779638	0.227352	0.150594	0.841991	0.268859	0.557442
AIFM1	68.1646	67.588064	66.74819	65.145037	63.219189	69.439258	48.743706	45.871794	52.578587
AIFM2	11.39966	11.14511	11.21975	10.62653	9.65084	9.5456	9.42853	9.24149	10.19618
AIFM3	0.0911231	0.166272	0.119931	0.0937101	0.194508	0.128887	0.255852	0.100609	0.127939
AIG1	2.66799	1.80218	2.6398	1.92686	3.01598	2.42272	2.97133	2.19601	2.90479
AIM1	37.3993	39.5699	40.1438	39.5385	43.32	45.3765	44.3851	45.5353	44.8146
AIM1L	0.326082	0.265977	0.292989	0.335049	0.235517	0.257673	0.376951	0.233146	0.38627
AIM2	0.921057	1.1295	0.891751	1.32731	0.589573	1.30313	0.768541	0.609639	0.827054
AIMP1	33.1404543	34.68661	36.66251	35.20763	37.190689	40.79279	44.643831	43.01396	41.78704
AIMP2	46.0439	41.8823	42.8705	45.2202	43.7463	44.6053	61.954	61.2825	61.9777
AIP	72.2419	72.1504	68.8745	70.4235	65.3649	66.907	63.1456	76.4436	65.3745
AIPL1	0.7104628	0.8755754	0.9094675	0.8111074	0.7121166	0.770327	0.52428717	0.5651849	0.7853996
AIRE	0.778366	0.845259	0.961297	0.367484	0.613948	0.760341	0.390678	0.366232	0.779475
AIRN	0.1468146	0.0844636	0.0853342	0.340021	0.313257	0.1557858	0.058896	0.15344	0.0343311
AJAP1	0.0706463	0.0774168	0.0557984	0.0725868	0.132132	0.124874	0.0851213	0.0781657	0.115974
AJUBA	0.232052	0.37448	0.463128	0.319706	0.448147	0.2739780181512	0.585296	0.663547	0.59112
AK1	5.68232	5.1728	4.75014	4.4567	4.53829	4.5814	6.80125	7.26951	7.54798
AK2	105.286171	100.120696	106.876383	97.506873	101.110863	108.55222	91.58735	95.411209	95.518163
AK3	39.570972	38.805575	45.92244	36.988734	43.803499	46.256795	35.6220635	36.064795	39.815949
AK4	1.0471580721	1.11204	2.033390363956	0.739835	0.581079	0.52313100116931	1.85880874075	1.503200814141	1.98536154725
AK5	0.292778	0.494843	0.340814	0.126714	0.296095	0.261507	0.123609	0.28936	0.230862
AK7	1.19597	1.47368	1.2596	1.40496	1.39277	1.20812	0.984287	1.33821	1.16349
AK8	0.075192	0.146351	0.158329	0.0515588	0.0534971	0.0709054	0.221179	0.304362	0.0938307
AKAP1	29.85302	25.63042	29.20158	27.76812	27.3806	28.78186	27.822719	28.37423	28.26878
AKAP10	13.8015	13.876	13.9258	14.1577	13.8393	15.0302	14.7336	14.3212	15.6791
AKAP11	14.0035	14.1214	16.0336	14.2752	15.62	15.7367	11.6948	13.2777	13.9053
AKAP12	0.299529	0.348289	0.307672	0.322709	0.49094	0.386142	0.227239	0.176504	0.3027
AKAP13	30.23628	30.33234	31.62916	31.8198	31.03673	31.98626	42.57452	42.81795	42.88192
AKAP14	0.194801	0.142266	0	0	0	0	0	0.107034	0.545015
AKAP17A	27.90759	27.59221	28.31412	29.32016	28.84462	29.57111	38.4579	42.42122	37.63123
AKAP2	82.0758	85.9045	91.2194	87.85854	87.5624	96.6595	110.4486	117.1761	114.6166
AKAP3	0.11937	0.199137	0	0.157774	0.16383	0.0482347	0.27359	0.207182	0.239498
AKAP4	0	0	0	0	0	0	0	0	0
AKAP5	1.58621	1.7131	1.74094	1.18873	1.88501	1.90731	1.74716	1.38934	2.18238
AKAP6	0.176431	0.104398	0.190915	0.191022	0.15785	0.182038	0.172111	0.226636	0.30825
AKAP7	0.404378	0.2163071	0.3564429	0.433792	0.6070388	0.472443	0.691081	0.834978	0.576139
AKAP8	30.4904	30.4704	31.3546	29.2496	28.7947	28.1958	26.6091	30.3693	27.7013
AKAP8L	43.3079	41.6122	42.5738	43.1831	40.1984	44.558	58.3124	62.0289	57.4932
AKAP9	31.12073	31.28948	37.70072	32.30959	36.77026	40.7472	43.39195	44.69031	43.7754
AKD1	4.4289934	4.6255392	4.989111	3.876264	4.8233204	4.483335	5.139895	5.796805	5.286875
AKIP1	21.154491	21.5508940020487	20.969645	19.4028170067537	22.4624534578124	19.952626175	25.25217184789	25.0283861	26.9348170015057
AKIRIN1	43.61118	43.64372	45.040935	44.00881	46.9664	49.949549	48.449747	51.203168	50.35153
AKIRIN2	20.4791	15.7513	18.6903	20.2459	22.1183	22.116	25.682	29.5619	26.8402
AKNA	16.4028	15.499	16.6145	17.3804	15.721	15.6849	23.5768	25.8825	23.8739
AKNAD1	0	0	0	0.0182193	0	0	0	0	0
AKR1A1	102.64132	98.65965	92.6502	98.5559	93.8608	92.7027016	97.09477	103.35779	95.562
AKR1B1	181.212	175.103	161.039	196.295	172.503	172.267	175.711	199.308	190.222
AKR1B10	0.969359	1.04052	0.505044	0.908292	0.687774	0.892273	0.512978	0.754607	0.553442
AKR1B15	2.53045	1.16656	2.27784	1.64469	1.66966	1.88414	1.65619	2.09406	2.49189
AKR1C1	0	0	0	0	0	0	0	0	0
AKR1C2	0.539463	0.468209	0.706388	0.434593	0.466944	0.412382	0.339171	0.402648	0.354976
AKR1C3	0	0	0	0	0	0	0	0.051664	0
AKR1C4	0	0	0	0	0	0	0	0	0
AKR1C6P	0.120004	0.116131	0.460919	0.326953	0.213141	0.112721	0.19023	0.217705	0.186885
AKR1CL1	0	0	0	0	0	0	0	0	0
AKR1D1	0.286987000797499	0.2728440015529	0.303885000899829	0.231661000789	0.28557500411376	0.14532200123875	0.183295000541887	0.136906000678965	0.192744000808588
AKR1E2	0	0	0	0	0	0	0	0	0
AKR7A2	34.4687	31.3431	33.1383	34.3771	30.1908	32.3791	28.2576	34.9644	31.8206
AKR7A2P1	2.64022	2.14142	2.91026	3.49532	2.54806	2.43123	2.72365	2.03354	2.11621
AKR7A3	1.15308	0.932984	1.01493	1.31761	0.553406	0.676565	1.37903	1.02398	1.07752
AKR7L	3.23183	2.79377	3.66643	2.31429	2.8962	3.365592	2.718981	3.06312	3.03114
AKT1	70.0245	69.9861351493	66.85481552	68.0909721	66.47738	65.00971	63.415404	69.21168	65.63337
AKT1S1	10.40179	9.04117	9.88019	11.630893	9.619409	9.4212	12.77925	14.22864	14.337573
AKT2	48.697886	46.835375	44.60398	48.778701	44.72377	44.70298	40.86366	44.413449	42.95757
AKT3	1.126994	1.55673	0.979784	1.517992	1.213706	1.551247	3.88107	3.73521	3.39583
AKTIP	6.27676	6.35506	6.18571	5.5557	8.2881	8.20915	9.05402	8.58888	9.13216
ALAD	14.4554	13.023	14.9183	15.7383	14.1222	13.7126	15.8794	18.0517	17.2513
ALAS1	40.49916	35.54181	43.34327	41.04545	36.20205	38.94148	42.2017	44.5055	47.323
ALAS2	0.166659	0.162193	0.058482	0.1883093	0.207487	0.117875	0.0668516	0.367904	0.103971
ALB	0	0	0	0	0	0	0	0	0.0218744
ALCAM	23.731708	23.312333	28.15204	26.110901	29.78084	28.443259	29.462801	30.213154	29.799743
ALDH16A1	13.193692	12.39283	10.45427	13.582193	12.99918	11.45267	16.40767	18.27431	16.0123
ALDH18A1	45.43135	45.05922	46.63809	43.80906	42.4865	43.86543	31.31876	32.28388	34.0188
ALDH1A1	0	0	0	0	0	0	0.0354248	0	0
ALDH1A2	0	0	0.0168574	0	0	0	0.0385191	0	0
ALDH1A3	2.4568	2.81768	3.17287	2.90097	2.9974	2.99874	2.11151	2.60083	1.93083
ALDH1B1	2.33746	3.11269	2.87761	2.52075	2.78991	2.38817	1.71623	2.22413	2.49172
ALDH1L1	0.0345162	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0
ALDH1L2	0.57229700037839	0.611090574	0.535373048	0.479736	0.72449786	0.777581	1.42362	1.42285	1.12162
ALDH2	1.5916	1.34906	1.27024	2.82531	3.2601	2.68706	11.314963	10.50333	10.4268
ALDH3A1	0	0	0	0	0	0	0	0	0
ALDH3A2	16.14346	18.38523	17.25853	15.75645	17.24069	17.49445	12.18166	11.63637	13.97579
ALDH3B1	1.12592900176593	0.9677391347466	1.21477	1.325768	0.995407	1.27147	1.29139	1.11924800520015	1.1045
ALDH3B2	0	0	0	0	0	0	0	0	0
ALDH4A1	0.0158193	0	0	0.0453898	0.0337742	0	0.101518	0.104841	0.0740619
ALDH5A1	102.922	106.7539	112.422	105.1352	115.8161	122.4536	116.9671	123.6878	123.875
ALDH6A1	4.64088	4.72324	4.30171	4.78607	5.72962	5.45503	8.10137	9.35625	8.36518
ALDH7A1	0.413597	0.219123	0.242376	0.167536	0.280045	0.213128	0.19936	0.106755	0.211718
ALDH8A1	1.50315023	1.39890812	1.3924527	1.26393846	1.47955543	0.64692406	1.251538	1.61267	1.26927
ALDH9A1	42.3323	45.3948	42.2053	44.3645	46.8739	45.5464	48.1047	50.5422	50.5542
ALDOA	698.63435	725.8966	733.67161	657.02176	596.46022	612.32476	488.11497	518.62371	494.89033
ALDOB	0.0860955	0.0628387	0	0.132799	0.0918916	0.0608863	0.0518	0.166364	0
ALDOC	28.7235	31.9027	47.5523	20.7715	19.2679	14.7175	24.2781	19.096	25.0359
ALG1	13.0735	12.2584	12.4878	12.5208	12.2724	12.8355	14.1419	16.2779	15.2256
ALG10	10.4846	9.94778	11.3386	9.3611	12.4295	12.5243	13.6529	12.9868	15.1011
