Sample_Type	Vendor_ID	Compound_Name	SMILES	Screened_Concentration	Peptide_Lum_Rep1	Peptide_Lum_Rep2	Peptide_Avg_Lum	Peptide_Zscore_Rep1	Peptide_Zscore_Rep2	Peptide_Avg_Zscore	Peptide_Hit_Rep1	Peptide_Hit_Rep2	Nuc_Lum_Rep1	Nuc_Lum_Rep2	Nuc_Avg_Lum	Nuc_Zscore_Rep1	Nuc_Zscore_Rep2	Nuc_Avg_Zscore	Nuc_Hit_Rep1	Nuc_Hit_Rep2	Peptide_Screen_Hit	Nuc_Screen_Hit	Hit_Type
Primary Screen Hit	ChemBridge 27961612	4-[2-(6-methoxy-2-naphthyl)morpholin-4-yl]pyrimidin-2-amine	n1c(N)nccc1N2CCOC(C2)c3ccc4c(ccc(OC)c4)c3	533.3 uM	38257	52459	45358	-3.83	-5.65	-4.74	Y	Y	94778	106189	100483.5	3.18	3.58	3.38			Y		Peptide Only
Primary Screen Hit	ChemBridge 56307865	N-ethyl-5-(3-isobutyl-1,2,4-oxadiazol-5-yl)-N-(4-pyridinylmethyl)-2-pyridinamine	n1c(CC(C)C)noc1c(ccc(n2)N(CC)Cc(cc3)ccn3)c2	533.3 uM	30335	38813	34574	-5.46	-10.32	-7.89	Y	Y	62641	72251	67446	-1.84	-2.25	-2.04			Y		Peptide Only
Primary Screen Hit	ChemBridge 49551351	(4aS*,8aR*)-1-(4-pyridinylmethyl)-6-(2-pyrimidinyl)octahydro-1,6-naphthyridine-4a(2H)-carboxylic acid	[C@](CCCN1Cc(cc2)ccn2)(C(O)=O)(C3)[C@H]1CCN3c4ncccn4	533.3 uM	33874	52495	43184.5	-4.73	-5.64	-5.18	Y	Y	78105	101549	89827	0.58	2.78	1.68			Y		Peptide Only
Primary Screen Hit	ChemBridge 43113429	2-(2-phenyl-4-{[2-(1H-pyrazol-4-yl)ethyl]amino}-5,6-dihydro-1'H-spiro[cyclopenta[d]pyrimidine-7,4'-piperidin]-1'-yl)ethanol	c(CCC1(CC2)CCN2CCO)(c(NCCc(c3)c[nH]n3)nc(n4)c5ccccc5)c14	533.3 uM	368	650	509	-11.61	-23.40	-17.50	Y	Y	94717	104371	99544	3.17	3.27	3.22			Y		Peptide Only
Primary Screen Hit	ChemBridge 61963936	rel-(1S,5S)-7-propyl-9-[6-(pyrrolidin-1-ylcarbonyl)pyrazin-2-yl]-3-oxa-7,9-diazabicyclo[3.3.2]decane formate	N(C[C@@]([H])(CO1)CN2CCC)([C@]([H])(C1)C2)c(cncc3C(=O)N4CCCC4)n3	533.3 uM	78	60	69	-11.67	-23.60	-17.63	Y	Y	100351	122935	111643	4.05	6.45	5.25			Y		Peptide Only
Primary Screen Hit	ChemBridge 12391417	N-[(1S*,3R*)-3-aminocyclopentyl]-4-{[1-(pyridin-2-ylmethyl)piperidin-4-yl]oxy}benzamide	C(=O)(c1ccc(cc1)OC(CC2)CCN2Cc3ccccn3)N[C@H]4CC[C@@H](N)C4	533.3 uM	17486	22831	20158.5	-8.09	-15.80	-11.95	Y	Y	72371	80112	76241.5	-0.32	-0.90	-0.61			Y		Peptide Only
Primary Screen Hit	ChemBridge 70258815	N-cyclopentyl-N-({1-[2-(2-methylphenyl)ethyl]-4-piperidinyl}methyl)-6-oxo-1,6-dihydro-3-pyridazinecarboxamide	C(=O)(N(C1CCCC1)CC(CC2)CCN2CCc3ccccc3C)C(C=CC(N4)=O)=N4	533.3 uM	22394	40391	31392.5	-7.09	-9.78	-8.43	Y	Y	72413	82778	77595.5	-0.31	-0.44	-0.38			Y		Peptide Only
Primary Screen Hit	ChemBridge 51081996	4-{[(2R*,3R*,6R*)-3-(4-fluorophenyl)-1,5-diazatricyclo[5.2.2.0~2,6~]undec-5-yl]carbonyl}pyridin-3-ol	N1(C[C@H]([C@H]2N(CCC(C3)[C@@H]12)C3)c4ccc(cc4)F)C(=O)c5ccncc5O	533.3 uM	20699	30621	25660	-7.43	-13.13	-10.28	Y	Y	64536	77465	71000.5	-1.54	-1.36	-1.45			Y		Peptide Only
Primary Screen Hit	ChemBridge 48634537	1-[4-(2-pyridin-3-yl-6,7,8,9-tetrahydro-5H-pyrimido[4,5-d]azepin-4-yl)morpholin-2-yl]methanamine	c1(N2CCOC(CN)C2)c(CC3)c(CCN3)nc(c(cccn4)c4)n1	533.3 uM	14733	17866	16299.5	-8.66	-17.50	-13.08	Y	Y	168659	155873	162266	14.71	12.11	13.41			Y		Peptide Only
Primary Screen Hit	ChemBridge 47342566	2-[4-(5,11-dihydro[1]benzoxepino[3,4-d]pyrimidin-4-yl)-1-isobutylpiperazin-2-yl]ethanol	c12c(COc(cccc3)c3C1)ncnc2N(CC4)CC(N4CC(C)C)CCO	533.3 uM	34287	51362	42824.5	-4.65	-6.02	-5.33	Y	Y	63193	85314	74253.5	-1.75	-0.01	-0.88			Y		Peptide Only
Primary Screen Hit	ChemBridge 62155911	N-[(R*)-(cis-3-hydroxycyclobutyl)(piperidin-4-yl)methyl]quinoxaline-6-carboxamide hydrochloride	N(C(C(CC1)CCN1)[C@@H]2C[C@@H](C2)O)C(=O)c3ccc(c4c3)nccn4	533.3 uM	9577	11388	10482.5	-9.72	-19.72	-14.72	Y	Y	160183	172783	166483	13.38	15.01	14.20			Y		Peptide Only
Primary Screen Hit	ChemBridge 67931022	2-amino-N,3-diethyl-N-(pyridin-4-ylmethyl)-3H-imidazo[4,5-b]pyridine-6-carboxamide	n1(CC)c(nc2)c(nc1N)cc2C(=O)N(CC)Cc(cc3)ccn3	533.3 uM	38197	42538	40367.5	-3.84	-9.05	-6.44	Y	Y	66489	79084	72786.5	-1.24	-1.08	-1.16			Y		Peptide Only
Primary Screen Hit	ChemBridge 55086213	1-D-prolyl-1',4'-dihydro-3'H-spiro[piperidine-4,2'-quinoxalin]-3'-one dihydrochloride	C1(CC2)(CCN2C(=O)[C@H]3CCCN3)Nc4c(NC1=O)cccc4	533.3 uM	37179	47128	42153.5	-4.05	-7.47	-5.76	Y	Y	84415	104141	94278	1.56	3.23	2.39			Y		Peptide Only
Primary Screen Hit	ChemBridge 40097298	1-{[1-(2-chlorobenzyl)-1H-1,2,3-triazol-4-yl]carbonyl}azepane	c1(cn(nn1)Cc2ccccc2Cl)C(=O)N3CCCCCC3	533.3 uM	24	4	14	-11.68	-23.62	-17.65	Y	Y	124098	139879	131988.5	7.75	9.36	8.56			Y		Peptide Only
Primary Screen Hit	ChemBridge 10858143	4-(4-morpholinyl)-7-[3-(2-pyridinyl)propanoyl]-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine	c1(CC2)c(ncnc1N(CC3)CCO3)CN2C(CCc4ccccn4)=O	533.3 uM	42148	54476	48312	-3.03	-4.96	-3.99	Y	Y	55758	76219	65988.5	-2.91	-1.57	-2.24			Y		Peptide Only
Primary Screen Hit	ChemBridge 36183262	2-fluoro-N-{3-[4-(4-methyl-1H-pyrazol-3-yl)piperidin-1-yl]-3-oxopropyl}benzamide	c1(ccccc1F)C(NCCC(=O)N(CC2)CCC2c3c(C)c[nH]n3)=O	533.3 uM	23645	29458	26551.5	-6.83	-13.53	-10.18	Y	Y	54450	76648	65549	-3.11	-1.50	-2.31	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 24587632	1-(7-methylthieno[3,2-d]pyrimidin-4-yl)-N-(3-pyridin-4-ylpropyl)piperidin-4-amine	c12c(ncnc1N3CCC(CC3)NCCCc(cc4)ccn4)c(cs2)C	533.3 uM	33477	39160	36318.5	-4.81	-10.20	-7.51	Y	Y	86409	103415	94912	1.87	3.10	2.49			Y		Peptide Only
Primary Screen Hit	ChemBridge 94686317	6-cyano-N-methyl-N-[(5-methyl-1H-benzimidazol-2-yl)methyl]nicotinamide	n1c2c([nH]c1CN(C)C(=O)c(ccc(n3)C#N)c3)ccc(C)c2	533.3 uM	57403	63446	60424.5	1.73	0.92	1.32			85292	110150	97721	-3.13	-2.41	-2.77	Y				
Primary Screen Hit	ChemBridge 12218305	N-[1-(2-hydroxyethyl)piperidin-4-yl]-4'-(methylthio)biphenyl-4-carboxamide	C(=O)(c(cc1)ccc1c2ccc(cc2)SC)NC(CC3)CCN3CCO	533.3 uM	49992	56205	53098.5	-0.61	-0.85	-0.73			97917	106896	102406.5	-1.51	-2.79	-2.15					
Primary Screen Hit	ChemBridge 68370427	5-isopropyl-N,2-dimethyl-N-[(5-methyl-1,2,4-oxadiazol-3-yl)methyl]pyrazolo[1,5-a]pyrimidin-7-amine	n12c(cc(C)n1)nc(C(C)C)cc2N(C)Cc3noc(C)n3	533.3 uM	54139	62696	58417.5	0.70	0.73	0.72			74640	108263	91451.5	-4.49	-2.63	-3.56	Y				
Primary Screen Hit	ChemBridge 28479447	1-(methoxyacetyl)-4-[(pyridin-4-ylthio)acetyl]-1,4-diazepane	N(CCCN1C(COC)=O)(CC1)C(=O)CSc(cc2)ccn2	533.3 uM	49573	63787	56680	-0.74	1.00	0.13			182523	199840	191181.5	9.35	8.17	8.76					
Primary Screen Hit	ChemBridge 66646577	6-(cis-3-aminocyclobutyl)-2-cyclopropyl-N-methyl-N-[(3-phenylisoxazol-5-yl)methyl]pyrimidin-4-amine dihydrochloride	n1c(N(C)Cc(o2)cc(n2)c3ccccc3)cc(nc1C4CC4)[C@@H]5C[C@@H](C5)N	533.3 uM	48135	46577	47356	-1.19	-3.19	-2.19		Y	107008	118863	112935.5	-0.34	-1.38	-0.86					
Primary Screen Hit	ChemBridge 88564135	2-{[2-(2-aminoethyl)morpholin-4-yl]methyl}-5,8-dimethylquinolin-4(1H)-one	c1(NC(CN(CC2)CC(O2)CCN)=CC3=O)c3c(ccc1C)C	533.3 uM	101454	114853	108153.5	2.26	2.70	2.48			85111	94009	89560	1.87	1.05	1.46					
Primary Screen Hit	ChemBridge 64207648	N'-(1-imidazo[2,1-b][1,3,4]thiadiazol-6-ylethyl)-N-(2-methoxyethyl)-N-(pyridin-4-ylmethyl)urea	c12n(ncs1)cc(C(C)NC(=O)N(CCOC)Cc(cc3)ccn3)n2	533.3 uM	75909	93528	84718.5	-3.29	-2.22	-2.75	Y		44553	61541	53047	-4.07	-2.89	-3.48	Y				
Primary Screen Hit	ChemBridge 35689952	4-[(dimethylamino)methyl]-1-{[5-methyl-2-(2-naphthyl)-1,3-oxazol-4-yl]methyl}piperidin-4-ol	n1c(c2ccc(c3c2)cccc3)oc(C)c1CN(CC4)CCC4(O)CN(C)C	533.3 uM	90437	110484	100460.5	-0.14	1.69	0.78			131456	142386	136921	8.66	6.93	7.80					
Primary Screen Hit	ChemBridge 10089884	N-[2-(4-methyl-1H-benzimidazol-2-yl)ethyl]-6-oxo-1,6-dihydro-2,4'-bipyridine-5-carboxamide	C1(C(NCCc2[nH]c(c3n2)cccc3C)=O)=CC=C(NC1=O)c(cc4)ccn4	533.3 uM	102277	114435	108356	2.44	2.60	2.52			73785	87087	80436	0.21	0.21	0.21					
Primary Screen Hit	ChemBridge 75216599	4-oxo-N-propyl-N-(pyridin-4-ylmethyl)-3,4-dihydrophthalazine-1-carboxamide	C1(C(=O)N(CCC)Cc(cc2)ccn2)=NNC(=O)c(cccc3)c13	533.3 uM	71506	91487	81496.5	-4.25	-2.69	-3.47	Y		63131	61938	62534.5	-1.35	-2.84	-2.10					
Primary Screen Hit	ChemBridge 46223959	5-{[4-(5-chloro-2-pyridinyl)-1-piperazinyl]methyl}-2-(2-pyridinyl)pyrimidine	N(CC1)(CCN1Cc(cn2)cnc2c3ccccn3)c4ccc(cn4)Cl	533.3 uM	83273	106648	94960.5	-1.69	0.81	-0.44			174243	193046	183644.5	14.93	13.08	14.01					
Primary Screen Hit	ChemBridge 39387361	N-(2-azepan-1-ylethyl)-N'-[3-(5-fluoro-1H-benzimidazol-2-yl)propyl]-N-methylurea	n(c1CCCNC(=O)N(C)CCN2CCCCCC2)c3c([nH]1)ccc(F)c3	533.3 uM	76871	91685	84278	-3.08	-2.64	-2.86	Y		82903	93231	88067	1.55	0.96	1.25					
Primary Screen Hit	ChemBridge 39273596	1-phenyl-4-[3-(4H-1,2,4-triazol-4-yl)benzyl]pyrrolidin-2-one	N1(c2ccccc2)CC(CC1=O)Cc(cccc3n(cnn4)c4)c3	533.3 uM	99693	115985	107839	1.87	2.96	2.42			159375	173426	166400.5	12.76	10.70	11.73					
Primary Screen Hit	ChemBridge 13893864	N-[(2-methyl-1H-benzimidazol-6-yl)methyl]-4-(pyridin-3-ylmethoxy)piperidine-1-carboxamide	n(c(ccc(c1)CNC(=O)N2CCC(CC2)OCc(cccn3)c3)c1[nH]4)c4C	533.3 uM	96281	109347	102814	1.13	1.43	1.28			52205	71701	61953	-2.95	-1.66	-2.30					
Primary Screen Hit	ChemBridge 33803266	N-[2-methoxy-5-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]-3-oxo-3,4-dihydro-2H-1,4-benzoxazine-7-carboxamide	n1nc(oc1c(ccc(c2NC(=O)c(ccc3c4OCC(=O)N3)c4)OC)c2)C	533.3 uM	116504	126854	121679	5.53	5.46	5.49			71661	69738	70699.5	-0.10	-1.90	-1.00					
Primary Screen Hit	ChemBridge 31698248	N-{[1-(2-methoxyethyl)piperidin-4-yl]methyl}-N-methyl-N'-(1H-1,2,4-triazol-3-ylmethyl)urea	C(=O)(NCc1n[nH]cn1)N(C)CC(CC2)CCN2CCOC	533.3 uM	83041	97319	90180	-1.74	-1.34	-1.54			63157	76505	69831	-1.35	-1.07	-1.21					
Primary Screen Hit	ChemBridge 80883753	cis-8-(isoquinolin-1-ylcarbonyl)-5a,6,7,8,9,9a-hexahydro-4H-pyrido[4,3-b][1,2,3]triazolo[1,5-d][1,4]oxazine	n12c(CO[C@H](CCN3C(=O)c4nccc(cccc5)c45)[C@@H]1C3)cnn2	533.3 uM	139188	179358	159273	-2.25	0.91	-0.67			153087	179723	166405	4.59	5.58	5.08					
Primary Screen Hit	ChemBridge 99345448	N-[(5-isobutylisoxazol-3-yl)methyl]-N'-[3-(2-methylpyrimidin-4-yl)phenyl]urea	n(c1CNC(=O)Nc(cccc2c3ccnc(C)n3)c2)oc(c1)CC(C)C	533.3 uM	146730	151853	149291.5	-1.26	-2.79	-2.02			88173	96745	92459	-1.55	-2.62	-2.09					
Primary Screen Hit	ChemBridge 60240171	4-[7-(4-cyanopyridin-2-yl)-4-oxo-3,4,5,6,7,8-hexahydropyrido[3,4-d]pyrimidin-2-yl]benzamide	C(CC1)(C(=O)NC(=N2)c(cc3)ccc3C(N)=O)=C2CN1c4cc(ccn4)C#N	533.3 uM	80471	100702	90586.5	-1.20	-0.70	-0.95			58222	70418	64320	-3.49	-2.97	-3.23	Y				
Primary Screen Hit	ChemBridge 84266432	4-{3-[3-(1H-benzimidazol-2-ylmethyl)-1-piperidinyl]-3-oxopropyl}-1,3-thiazol-2-amine	n1c2c([nH]c1CC(CCCN3C(CCc4csc(N)n4)=O)C3)cccc2	533.3 uM	51538	58278	54908	-2.78	-5.54	-4.16		Y	63682	71898	67790	-0.79	-0.78	-0.79					
Primary Screen Hit	ChemBridge 69919786	5-[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]-N-methyl-N-[(4-methyl-1H-imidazol-2-yl)methyl]-2-pyridinamine	n1c(c2ccc(cc2)OC)noc1c(ccc(n3)N(C)Cc4[nH]cc(C)n4)c3	533.3 uM	65060	67181	66120.5	0.34	-2.63	-1.14			74710	90659	82684.5	1.16	2.37	1.76					
Primary Screen Hit	ChemBridge 46144267	1-{5-[3-(2-methylphenyl)-1,2,4-oxadiazol-5-yl]pyridin-2-yl}pyrrolidin-3-amine	n1c(c(cc2)cnc2N3CCC(N)C3)onc1c4ccccc4C	533.3 uM	54344	62813	58578.5	-0.53	-2.10	-1.31			119055	128544	123799.5	6.97	7.42	7.19					
Primary Screen Hit	ChemBridge 11226917	7-(acetylamino)-1-(4-fluorobenzyl)-1H-benzimidazole-5-carboxylic acid	n1(Cc(cc2)ccc2F)cnc(cc(C(O)=O)cc3NC(C)=O)c13	533.3 uM	53421	57354	55387.5	-0.72	-3.97	-2.34		Y	57731	67058	62394.5	-2.60	-3.14	-2.87		Y			
Primary Screen Hit	ChemBridge 24352500	(1R*,2R*,6S*,7S*)-N-(8-chloroquinolin-5-yl)-10-oxa-4-azatricyclo[5.2.1.0~2,6~]decane-4-carboxamide	N(C[C@@H]1[C@H]2[C@@H]3O[C@H]1CC3)(C2)C(=O)Nc4ccc(c5c4cccn5)Cl	533.3 uM	46383	57042	51712.5	-2.16	-4.08	-3.12		Y	67834	77221	72527.5	-1.03	-1.40	-1.21					
Primary Screen Hit	ChemBridge 83888947	N-[(2R*,3R*)-2-methoxy-2,3-dihydrospiro[indene-1,4'-piperidin]-3-yl]isonicotinamide	[C@@H](c(cccc1)c1C2(CC3)CCN3)([C@@H]2OC)NC(c(cc4)ccn4)=O	533.3 uM	46449	47623	47036	-2.15	-7.31	-4.73		Y	63472	70770	67121	-1.71	-2.51	-2.11					
Primary Screen Hit	ChemBridge 94300584	2-[(4-fluorophenoxy)methyl]-N-(4-pyridinylmethyl)-1,3-oxazole-4-carboxamide	c1(coc(COc(cc2)ccc2F)n1)C(=O)NCc(cc3)ccn3	533.3 uM	45665	51004	48334.5	-2.31	-6.15	-4.23		Y	54454	70191	62322.5	-3.11	-2.60	-2.86	Y				
Primary Screen Hit	ChemBridge 48691289	(2E)-3-(4-pyridinyl)-N-{[7-(1,3-thiazol-2-yl)-2,3-dihydro-1-benzofuran-2-yl]methyl}acrylamide	c1(cccc(CC(CNC(=O)\C=C\c(cc2)ccn2)O3)c13)c4sccn4	533.3 uM	45907	49009	47458	-2.26	-6.83	-4.55		Y	57486	67387	62436.5	-2.64	-3.09	-2.86		Y			
DMSO Neg Control					55001	62330	58665.5	0.97	0.64	0.81			117412	158989	138200.5	1.00	3.35	2.17					
DMSO Neg Control					56053	64041	60047	1.31	1.06	1.18			114996	145932	130464	0.69	1.81	1.25					
DMSO Neg Control					58549	66471	62510	2.10	1.65	1.87			127797	148845	138321	2.33	2.16	2.24					
DMSO Neg Control					52534	64831	58682.5	0.20	1.25	0.72			114710	132502	123606	0.65	0.23	0.44					
DMSO Neg Control					55928	64323	60125.5	1.27	1.13	1.20			114505	137535	126020	0.62	0.82	0.72					
DMSO Neg Control					53212	60958	57085	0.41	0.31	0.36			113451	132532	122991.5	0.49	0.23	0.36					
DMSO Neg Control					49035	57345	53190	-0.91	-0.57	-0.74			103507	132175	117841	-0.79	0.19	-0.30					
DMSO Neg Control					48817	55490	52153.5	-0.98	-1.02	-1.00			112928	135834	124381	0.42	0.62	0.52					
DMSO Neg Control					51037	57896	54466.5	-0.28	-0.44	-0.36			106902	129387	118144.5	-0.35	-0.14	-0.25					
DMSO Neg Control					51808	60005	55906.5	-0.03	0.08	0.02			118742	145923	132332.5	1.17	1.81	1.49					
DMSO Neg Control					51972	60195	56083.5	0.02	0.12	0.07			112153	137310	124731.5	0.32	0.80	0.56					
DMSO Neg Control					51193	57890	54541.5	-0.23	-0.44	-0.33			116586	146683	131634.5	0.89	1.90	1.40					
DMSO Neg Control					52386	56246	54316	0.15	-0.84	-0.34			99461	128801	114131	-1.31	-0.21	-0.76					
DMSO Neg Control					51749	56367	54058	-0.05	-0.81	-0.43			103826	138851	121338.5	-0.75	0.98	0.11					
DMSO Neg Control					50589	57657	54123	-0.42	-0.49	-0.46			96820	127613	112216.5	-1.65	-0.35	-1.00					
DMSO Neg Control					56971	63916	60443.5	1.60	1.03	1.31			112260	131620	121940	0.33	0.12	0.23					
DMSO Neg Control					56929	64502	60715.5	1.58	1.17	1.38			106310	123867	115088.5	-0.43	-0.79	-0.61					
DMSO Neg Control					55779	61310	58544.5	1.22	0.40	0.81			117222	135892	126557	0.97	0.63	0.80					
DMSO Neg Control					52776	55315	54045.5	0.27	-1.06	-0.40			105761	127984	116872.5	-0.50	-0.30	-0.40					
DMSO Neg Control					52539	55571	54055	0.20	-1.00	-0.40			107518	130260	118889	-0.27	-0.04	-0.16					
DMSO Neg Control					53645	58753	56199	0.55	-0.23	0.16			113216	130409	121812.5	0.46	-0.02	0.22					
DMSO Neg Control					59356	65092	62224	2.35	1.32	1.83			121217	132775	126996	1.48	0.26	0.87					
DMSO Neg Control					57441	60101	58771	1.75	0.10	0.92			119731	130120	124925.5	1.29	-0.05	0.62					
DMSO Neg Control					57435	62237	59836	1.74	0.62	1.18			118900	138103	128501.5	1.19	0.89	1.04					
DMSO Neg Control					49250	54231	51740.5	-0.84	-1.33	-1.09			95064	120727	107895.5	-1.87	-1.16	-1.52					
DMSO Neg Control					48369	51644	50006.5	-1.12	-1.96	-1.54			105824	130630	118227	-0.49	0.01	-0.24					
DMSO Neg Control					49497	53470	51483.5	-0.76	-1.51	-1.14			100293	121387	110840	-1.20	-1.08	-1.14					
DMSO Neg Control					51339	65154	58246.5	-0.18	1.33	0.57			118672	131460	125066	1.16	0.11	0.63					
DMSO Neg Control					50663	62808	56735.5	-0.40	0.76	0.18			108104	122679	115391.5	-0.20	-0.93	-0.56					
DMSO Neg Control					50784	62547	56665.5	-0.36	0.70	0.17			119223	134282	126752.5	1.23	0.44	0.83					
DMSO Neg Control					48838	54845	51841.5	-0.97	-1.18	-1.08			102960	122295	112627.5	-0.86	-0.98	-0.92					
DMSO Neg Control					48569	52883	50726	-1.06	-1.66	-1.36			105324	127643	116483.5	-0.56	-0.34	-0.45					
DMSO Neg Control					50643	57007	53825	-0.40	-0.65	-0.53			104529	122562	113545.5	-0.66	-0.94	-0.80					
DMSO Neg Control					52281	63736	58008.5	0.12	0.99	0.55			108012	127506	117759	-0.21	-0.36	-0.29					
DMSO Neg Control					53604	62135	57869.5	0.53	0.60	0.57			101010	123039	112024.5	-1.11	-0.89	-1.00					
DMSO Neg Control					50782	60731	55756.5	-0.36	0.25	-0.05			113530	130451	121990.5	0.50	-0.01	0.24					
DMSO Neg Control					49943	56914	53428.5	-0.62	-0.67	-0.65			94859	120551	107705	-1.90	-1.18	-1.54					
DMSO Neg Control					45154	54565	49859.5	-2.14	-1.25	-1.69			100020	120276	110148	-1.24	-1.21	-1.23					
DMSO Neg Control					47489	58768	53128.5	-1.40	-0.22	-0.81			100656	124751	112703.5	-1.16	-0.69	-0.92					
DMSO Neg Control					50308	60721	55514.5	-0.51	0.25	-0.13			110976	126198	118587	0.17	-0.52	-0.17					
DMSO Neg Control					51108	61474	56291	-0.26	0.44	0.09			108242	124559	116400.5	-0.18	-0.71	-0.44					
DMSO Neg Control					49651	59987	54819	-0.72	0.07	-0.32			113109	124451	118780	0.44	-0.72	-0.14					
DMSO Neg Control					49134	51945	50539.5	-0.88	-1.88	-1.38			100634	119302	109968	-1.16	-1.33	-1.24					
DMSO Neg Control					47267	55221	51244	-1.47	-1.09	-1.28			102129	122512	112320.5	-0.97	-0.95	-0.96					
DMSO Neg Control					48432	59250	53841	-1.10	-0.11	-0.60			102772	118482	110627	-0.88	-1.43	-1.15					
DMSO Neg Control					51944	64891	58417.5	0.01	1.27	0.64			118757	133111	125934	1.17	0.30	0.73					
DMSO Neg Control					52423	66285	59354	0.16	1.61	0.88			114477	129131	121804	0.62	-0.17	0.22					
DMSO Neg Control					51733	64823	58278	-0.06	1.25	0.60			118312	129129	123720.5	1.11	-0.17	0.47					
DMSO Neg Control					103400	117516	110458	2.68	3.31	3.00			85447	106155	95801	1.92	2.53	2.22					
DMSO Neg Control					103706	116521	110113.5	2.75	3.08	2.91			78859	104590	91724.5	0.96	2.34	1.65					
DMSO Neg Control					101356	113853	107604.5	2.24	2.47	2.35			83103	106533	94818	1.58	2.57	2.08					
DMSO Neg Control					96606	102990	99798	1.20	-0.04	0.58			74180	85251	79715.5	0.27	-0.01	0.13					
DMSO Neg Control					97616	107061	102338.5	1.42	0.90	1.16			78276	94984	86630	0.87	1.17	1.02					
DMSO Neg Control					96695	104614	100654.5	1.22	0.34	0.78			75187	84478	79832.5	0.42	-0.11	0.16					
DMSO Neg Control					90317	107013	98665	-0.16	0.89	0.36			65211	82199	73705	-1.04	-0.38	-0.71					
DMSO Neg Control					86282	102301	94291.5	-1.04	-0.19	-0.62			75698	82840	79269	0.49	-0.30	0.09					
DMSO Neg Control					90258	105338	97798	-0.18	0.51	0.16			72778	83329	78053.5	0.06	-0.25	-0.09					
DMSO Neg Control					91069	103236	97152.5	0.00	0.02	0.01			78425	88363	83394	0.89	0.37	0.63					
DMSO Neg Control					91094	105046	98070	0.01	0.44	0.22			68718	76552	72635	-0.53	-1.07	-0.80					
DMSO Neg Control					88614	102379	95496.5	-0.53	-0.18	-0.35			81279	90016	85647.5	1.31	0.57	0.94					
DMSO Neg Control					89133	104040	96586.5	-0.42	0.21	-0.11			69179	83311	76245	-0.46	-0.25	-0.36					
DMSO Neg Control					85731	101992	93861.5	-1.16	-0.27	-0.71			62305	90872	76588.5	-1.47	0.67	-0.40					
DMSO Neg Control					87967	102876	95421.5	-0.67	-0.06	-0.37			58952	74619	66785.5	-1.96	-1.30	-1.63					
DMSO Neg Control					92601	104298	98449.5	0.33	0.27	0.30			82581	91506	87043.5	1.50	0.75	1.12					
DMSO Neg Control					91771	105090	98430.5	0.15	0.45	0.30			72264	77670	74967	-0.01	-0.93	-0.47					
DMSO Neg Control					92063	102285	97174	0.22	-0.20	0.01			78045	91314	84679.5	0.84	0.72	0.78					
DMSO Neg Control					94629	107080	100854.5	0.77	0.91	0.84			80500	93608	87054	1.20	1.00	1.10					
DMSO Neg Control					88555	101853	95204	-0.55	-0.30	-0.42			66968	90997	78982.5	-0.79	0.69	-0.05					
DMSO Neg Control					89021	106575	97798	-0.44	0.79	0.17			73652	92236	82944	0.19	0.84	0.51					
DMSO Neg Control					93097	104999	99048	0.44	0.43	0.43			82221	92114	87167.5	1.45	0.82	1.14					
DMSO Neg Control					91973	104580	98276.5	0.20	0.33	0.26			81540	87309	84424.5	1.35	0.24	0.79					
DMSO Neg Control					89347	102866	96106.5	-0.37	-0.06	-0.22			66175	71501	68838	-0.90	-1.68	-1.29					
DMSO Neg Control					86564	100632	93598	-0.98	-0.58	-0.78			69831	79319	74575	-0.37	-0.73	-0.55					
DMSO Neg Control					88033	100667	94350	-0.66	-0.57	-0.62			60919	77647	69283	-1.67	-0.94	-1.30					
DMSO Neg Control					94081	102605	98343	0.65	-0.12	0.27			79283	88621	83952	1.02	0.40	0.71					
DMSO Neg Control					94333	101816	98074.5	0.71	-0.31	0.20			70831	75377	73104	-0.22	-1.21	-0.72					
DMSO Neg Control					91597	102676	97136.5	0.12	-0.11	0.00			79248	93352	86300	1.01	0.97	0.99					
DMSO Neg Control					87999	100488	94243.5	-0.67	-0.61	-0.64			69387	83870	76628.5	-0.43	-0.18	-0.31					
DMSO Neg Control					82938	96596	89767	-1.77	-1.51	-1.64			68159	74494	71326.5	-0.61	-1.32	-0.97					
DMSO Neg Control					87919	101355	94637	-0.68	-0.41	-0.55			68013	81707	74860	-0.63	-0.44	-0.54					
DMSO Neg Control					92296	102114	97205	0.27	-0.24	0.01			70473	77330	73901.5	-0.27	-0.97	-0.62					
DMSO Neg Control					93935	102810	98372.5	0.62	-0.08	0.27			67599	86678	77138.5	-0.69	0.16	-0.27					
DMSO Neg Control					92685	101125	96905	0.35	-0.47	-0.06			66769	91161	78965	-0.82	0.71	-0.06					
DMSO Neg Control					88533	98029	93281	-0.55	-1.18	-0.86			60788	82453	71620.5	-1.69	-0.35	-1.02					
DMSO Neg Control					84671	94626	89648.5	-1.39	-1.96	-1.68			68130	77961	73045.5	-0.62	-0.90	-0.76					
DMSO Neg Control					84979	100467	92723	-1.32	-0.62	-0.97			72352	78452	75402	0.00	-0.84	-0.42					
DMSO Neg Control					90162	98010	94086	-0.20	-1.18	-0.69			73074	75463	74268.5	0.11	-1.20	-0.55					
