# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "H3K4me3.consensus_peaks.saf" "-s" "0" "-o" "H3K4me3.consensus_peaks.featureCounts.txt" "JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam" "JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam	JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam	DMSO_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam	DMSO_H3K4me3_REP2.mLb.clN.sorted.bam
Interval_361	chr1	25336426	25340330	+	3905	1177	1255	1255	1414	1055	1160
Interval_362	chr1	25429604	25433353	+	3750	1499	1577	1661	1712	1364	1391
Interval_363	chr1	25472694	25473555	+	862	12	28	33	30	24	23
Interval_364	chr1	25543302	25544661	+	1360	370	379	484	401	468	349
Interval_365	chr1	25615895	25618183	+	2289	569	577	717	600	612	518
Interval_366	chr1	25799708	25800999	+	1292	144	128	147	120	107	122
Interval_367	chr1	25819008	25821612	+	2605	1418	1501	1478	1638	1278	1392
Interval_368	chr1	25858406	25860161	+	1756	716	802	834	904	749	689
Interval_369	chr1	25874583	25876131	+	1549	304	320	430	357	328	312
Interval_370	chr1	25904253	25907267	+	3015	1002	1092	1105	1168	931	1054
Interval_371	chr1	25922307	25923355	+	1049	86	102	142	95	120	95
Interval_372	chr1	25997021	25998255	+	1235	379	413	421	419	308	387
Interval_373	chr1	25998414	25998670	+	257	9	20	20	14	17	11
Interval_374	chr1	26034812	26036466	+	1655	630	665	713	692	568	564
Interval_375	chr1	26110483	26113107	+	2625	1597	1695	1669	1798	1475	1553
Interval_376	chr1	26161459	26162155	+	697	31	25	76	22	71	16
Interval_377	chr1	26163953	26164698	+	746	69	70	84	60	69	64
Interval_378	chr1	26169623	26170895	+	1273	789	830	861	901	695	764
Interval_379	chr1	26201010	26201385	+	376	18	11	26	16	14	17
Interval_380	chr1	26233645	26235556	+	1912	991	1058	1058	1112	904	919
Interval_381	chr1	26279175	26280815	+	1641	564	591	610	690	473	580
Interval_382	chr1	26305420	26307712	+	2293	645	712	769	747	622	631
Interval_383	chr1	26316609	26319893	+	3285	1244	1266	818	1411	614	1130
Interval_384	chr1	26335476	26337056	+	1581	309	310	357	351	316	321
Interval_385	chr1	26359962	26360851	+	890	62	77	96	90	92	48
Interval_386	chr1	26431806	26433213	+	1408	563	567	637	629	513	540
Interval_387	chr1	26471173	26474226	+	3054	1153	1204	1394	1391	1153	1141
Interval_388	chr1	26500024	26502030	+	2007	828	795	905	898	783	785
Interval_389	chr1	26529267	26530915	+	1649	551	553	538	571	478	490
Interval_390	chr1	26542091	26543265	+	1175	79	67	114	96	88	78
Interval_391	chr1	26545467	26547019	+	1553	662	672	702	780	570	614
Interval_392	chr1	26619386	26621907	+	2522	524	562	688	675	515	529
Interval_393	chr1	26636598	26637270	+	673	39	41	39	43	40	28
Interval_394	chr1	26692215	26693847	+	1633	368	349	415	444	334	320
Interval_395	chr1	26694753	26699812	+	5060	2124	2200	2323	2474	1992	2097
Interval_396	chr1	26700640	26700901	+	262	14	1	10	8	6	10
Interval_397	chr1	26787021	26789351	+	2331	1297	1378	1394	1476	1150	1217
Interval_398	chr1	26826109	26827840	+	1732	375	371	421	426	338	354
Interval_399	chr1	26864068	26866406	+	2339	858	841	811	954	681	793
Interval_400	chr1	26889173	26891061	+	1889	1026	1079	1066	1108	945	996
Interval_401	chr1	26899304	26901153	+	1850	878	831	896	958	733	790
Interval_402	chr1	26921217	26923073	+	1857	907	889	929	1028	848	851
Interval_403	chr1	26959391	26960960	+	1570	724	776	706	848	613	750
Interval_404	chr1	26993186	26994818	+	1633	337	340	391	342	320	281
Interval_405	chr1	26997781	26998156	+	376	34	30	40	30	36	32
Interval_406	chr1	27136954	27137377	+	424	39	32	28	37	32	20
Interval_407	chr1	27152748	27155661	+	2914	649	661	556	701	437	564
Interval_408	chr1	27233910	27236175	+	2266	423	471	478	518	401	433
Interval_409	chr1	27321681	27323543	+	1863	915	942	956	1057	796	868
Interval_410	chr1	27341657	27344123	+	2467	792	868	1012	898	850	743
Interval_411	chr1	27348923	27349682	+	760	81	61	53	81	53	64
Interval_412	chr1	27356345	27357849	+	1505	144	158	129	175	93	150
Interval_413	chr1	27359894	27361228	+	1335	268	246	289	319	226	261
Interval_414	chr1	27365184	27367203	+	2020	365	394	460	401	360	333
Interval_415	chr1	27391809	27393194	+	1386	256	261	317	267	299	219
Interval_416	chr1	27403376	27403857	+	482	17	18	33	18	30	12
Interval_417	chr1	27428474	27428743	+	270	10	4	14	10	10	6
Interval_418	chr1	27483229	27483623	+	395	9	19	8	11	6	7
Interval_419	chr1	27487955	27491108	+	3154	1267	1385	1229	1482	1086	1208
Interval_420	chr1	27522295	27524214	+	1920	186	252	172	257	161	174
Interval_421	chr1	27525383	27528979	+	3597	538	599	258	635	221	502
Interval_422	chr1	27568666	27568984	+	319	20	18	21	11	23	22
Interval_423	chr1	27575117	27576456	+	1340	138	126	172	149	158	117
Interval_424	chr1	27602003	27604663	+	2661	613	636	579	682	501	642
Interval_425	chr1	27624841	27626714	+	1874	203	242	249	269	194	183
Interval_426	chr1	27633928	27634551	+	624	37	36	64	44	53	30
Interval_427	chr1	27659285	27660954	+	1670	238	261	243	305	202	230
Interval_428	chr1	27669289	27669672	+	384	27	19	45	30	31	25
Interval_429	chr1	27671740	27672727	+	988	167	189	165	192	120	151
Interval_430	chr1	27724960	27727067	+	2108	792	836	943	910	777	812
Interval_431	chr1	27772354	27774419	+	2066	1013	1007	1027	1106	889	928
Interval_432	chr1	27829831	27832089	+	2259	1043	1073	1148	1246	978	1009
Interval_433	chr1	27869002	27869584	+	583	36	39	38	32	30	32
Interval_434	chr1	27872296	27873466	+	1171	208	205	237	225	174	178
Interval_435	chr1	27913717	27915188	+	1472	643	674	771	762	690	669
Interval_436	chr1	27934907	27935524	+	618	28	32	40	23	30	24
Interval_437	chr1	27959234	27960779	+	1546	667	676	771	774	619	664
Interval_438	chr1	28085186	28085542	+	357	15	13	12	17	1	13
Interval_439	chr1	28086628	28089802	+	3175	1117	1153	1087	1301	923	1064
Interval_440	chr1	28147218	28148472	+	1255	197	230	157	236	122	201
Interval_441	chr1	28174035	28176500	+	2466	209	198	96	230	75	181
Interval_442	chr1	28231766	28233253	+	1488	796	774	813	880	686	735
Interval_443	chr1	28235360	28237666	+	2307	1140	1176	1179	1305	1057	1105
Interval_444	chr1	28245633	28248046	+	2414	229	236	222	303	175	214
Interval_445	chr1	28258783	28261775	+	2993	1086	1140	1538	1229	1334	1083
Interval_446	chr1	28328106	28330041	+	1936	583	621	622	695	535	566
Interval_447	chr1	28369238	28370906	+	1669	852	862	887	991	751	821
Interval_448	chr1	28438122	28438569	+	448	17	16	23	24	20	13
Interval_449	chr1	28504966	28509128	+	4163	1629	1699	1868	1964	1598	1543
Interval_450	chr1	28509951	28510187	+	237	14	5	15	7	9	10
Interval_451	chr1	28517671	28519879	+	2209	883	928	912	940	776	858
Interval_452	chr1	28552325	28554328	+	2004	731	747	770	844	663	676
Interval_453	chr1	28579793	28583375	+	3583	1654	1738	1770	1774	1459	1468
Interval_454	chr1	28591931	28593115	+	1185	165	182	206	196	148	170
Interval_455	chr1	28641632	28644360	+	2729	1250	1366	1371	1461	1169	1227
Interval_456	chr1	28647903	28648596	+	694	52	46	93	60	92	35
Interval_457	chr1	28648826	28649688	+	863	71	71	80	85	66	73
Interval_458	chr1	28668053	28670144	+	2092	960	1035	975	1082	805	947
Interval_459	chr1	28736300	28738667	+	2368	1092	1125	1098	1234	920	1076
Interval_460	chr1	28785149	28785785	+	637	43	55	57	59	43	37
Interval_461	chr1	28886269	28888540	+	2272	1023	1042	1085	1139	916	970
Interval_462	chr1	28913646	28915985	+	2340	729	749	842	866	719	743
Interval_463	chr1	29121387	29122630	+	1244	82	95	129	68	106	59
Interval_464	chr1	29123205	29125418	+	2214	439	444	596	498	498	449
Interval_465	chr1	29179538	29182892	+	3355	1411	1465	1511	1592	1287	1340
Interval_466	chr1	29229803	29231465	+	1663	687	698	757	788	599	631
Interval_467	chr1	29236117	29237072	+	956	67	88	126	76	91	72
Interval_468	chr1	29237306	29237596	+	291	1	3	4	2	12	0
Interval_469	chr1	29259617	29260118	+	502	21	29	51	27	45	24
Interval_470	chr1	29349580	29350377	+	798	11	8	46	11	38	11
Interval_471	chr1	30718629	30719464	+	836	361	392	415	381	355	331
Interval_472	chr1	30751136	30751372	+	237	13	12	22	8	9	13
Interval_473	chr1	30751855	30752331	+	477	28	43	42	29	16	29
Interval_474	chr1	30753347	30758315	+	4969	796	832	1571	891	1269	723
Interval_475	chr1	30824012	30824847	+	836	21	24	72	30	58	27
Interval_476	chr1	30907916	30908280	+	365	3	9	18	5	15	7
Interval_477	chr1	30908631	30909331	+	701	21	29	68	29	41	21
Interval_478	chr1	31062662	31066373	+	3712	1260	1350	1319	1481	1102	1187
Interval_479	chr1	31154521	31156098	+	1578	447	465	466	498	398	445
Interval_480	chr1	31181497	31182664	+	1168	81	75	184	74	130	65
Interval_481	chr1	31295501	31298252	+	2752	1482	1567	1549	1702	1354	1395
Interval_482	chr1	31394374	31395287	+	914	137	166	206	177	164	153
Interval_483	chr1	31412746	31414193	+	1448	342	358	451	357	369	282
Interval_484	chr1	31505853	31508224	+	2372	279	310	451	354	372	245
Interval_485	chr1	31549248	31549807	+	560	36	31	44	33	41	33
Interval_486	chr1	31617663	31618486	+	824	45	39	77	46	79	36
Interval_487	chr1	31643704	31645984	+	2281	1330	1373	1424	1492	1218	1232
Interval_488	chr1	31670189	31670509	+	321	5	4	7	2	19	1
Interval_489	chr1	31714478	31715550	+	1073	66	58	69	55	64	51
Interval_490	chr1	31760643	31761450	+	808	54	49	54	31	60	27
Interval_491	chr1	31762570	31764915	+	2346	554	602	586	673	573	555
Interval_492	chr1	31771981	31773179	+	1199	110	117	209	99	173	79
Interval_493	chr1	31788021	31789516	+	1496	471	458	584	559	455	461
Interval_494	chr1	31815727	31816119	+	393	44	46	39	41	31	36
Interval_495	chr1	31935253	31939006	+	3754	1068	1105	1096	1214	893	1002
Interval_496	chr1	31944206	31945414	+	1209	261	261	274	344	240	267
Interval_497	chr1	32013044	32016306	+	3263	1869	1912	1925	2070	1663	1771
Interval_498	chr1	32072127	32073902	+	1776	672	739	741	797	599	656
Interval_499	chr1	32107446	32109609	+	2164	1184	1191	1159	1330	1030	1076
Interval_500	chr1	32179155	32181500	+	2346	778	830	1012	913	827	789
Interval_501	chr1	32199658	32202264	+	2607	663	703	842	860	636	683
Interval_502	chr1	32205193	32206709	+	1517	598	632	657	726	541	623
Interval_503	chr1	32221077	32223506	+	2430	994	1011	1110	1153	921	924
Interval_504	chr1	32239526	32241854	+	2329	630	670	720	711	609	602
Interval_505	chr1	32250654	32253460	+	2807	392	437	277	454	203	370
Interval_506	chr1	32253494	32253804	+	311	6	10	19	10	6	10
Interval_507	chr1	32273495	32275573	+	2079	626	628	572	704	512	571
Interval_508	chr1	32291279	32294239	+	2961	1078	1132	1018	1223	887	1089
Interval_509	chr1	32294280	32294520	+	241	10	14	4	4	1	11
Interval_510	chr1	32334304	32336823	+	2520	884	927	864	992	709	846
Interval_511	chr1	32350718	32352327	+	1610	284	299	374	342	285	294
Interval_512	chr1	32361745	32362404	+	660	37	26	41	22	48	22
Interval_513	chr1	32393450	32395307	+	1858	831	875	892	935	735	793
Interval_514	chr1	32426770	32427046	+	277	9	6	16	11	11	8
Interval_515	chr1	32500069	32501265	+	1197	249	253	390	272	325	207
Interval_516	chr1	32520677	32521294	+	618	27	28	52	41	34	42
Interval_517	chr1	32539041	32540387	+	1347	165	211	304	189	274	172
Interval_518	chr1	32612310	32612586	+	277	8	8	17	8	6	6
Interval_519	chr1	32648255	32653061	+	4807	1490	1522	1735	1742	1465	1437
Interval_520	chr1	32702454	32703292	+	839	27	22	82	22	73	21
Interval_521	chr1	32712268	32712705	+	438	31	34	26	48	17	23
Interval_522	chr1	32741226	32742543	+	1318	155	170	252	192	222	137
Interval_523	chr1	32753468	32754815	+	1348	287	302	358	327	331	304
Interval_524	chr1	32815542	32819079	+	3538	1880	1911	2076	2124	1771	1789
Interval_525	chr1	32886322	32886663	+	342	3	5	14	1	5	1
Interval_526	chr1	32900734	32901997	+	1264	241	187	372	203	302	196
Interval_527	chr1	32961921	32965380	+	3460	946	1016	899	1128	767	941
Interval_528	chr1	33035317	33037338	+	2022	797	862	849	916	720	745
Interval_529	chr1	33080638	33081805	+	1168	147	163	231	163	170	149
Interval_530	chr1	33126817	33127966	+	1150	94	112	158	135	107	103
Interval_531	chr1	33180378	33182441	+	2064	491	558	481	523	419	454
Interval_532	chr1	33255536	33257656	+	2121	151	194	257	192	189	126
Interval_533	chr1	33348704	33350769	+	2066	655	587	672	676	547	524
Interval_534	chr1	33430209	33431506	+	1298	308	295	325	309	287	273
Interval_535	chr1	33472063	33473175	+	1113	101	85	109	114	81	95
Interval_536	chr1	34858642	34860269	+	1628	917	927	962	993	867	842
Interval_537	chr1	34865668	34866988	+	1321	407	425	459	466	387	420
Interval_538	chr1	34884974	34886337	+	1364	113	136	185	139	138	113
Interval_539	chr1	34918767	34919146	+	380	8	12	20	13	15	12
Interval_540	chr1	34928559	34930488	+	1930	374	394	622	410	550	403
Interval_541	chr1	34984096	34986088	+	1993	675	753	734	786	621	697
Interval_542	chr1	35030212	35032393	+	2182	728	740	762	817	710	711
Interval_543	chr1	35078935	35080545	+	1611	513	563	460	605	389	513
Interval_544	chr1	35120579	35121369	+	791	84	90	136	96	103	96
Interval_545	chr1	35190674	35193819	+	3146	1893	1921	1971	2051	1717	1791
Interval_546	chr1	35268243	35270223	+	1981	604	606	626	727	555	636
Interval_547	chr1	35556401	35558936	+	2536	1329	1409	1468	1534	1261	1325
Interval_548	chr1	35573106	35573813	+	708	15	22	44	24	59	26
Interval_549	chr1	35576746	35578425	+	1680	321	339	326	416	248	321
Interval_550	chr1	35637290	35638804	+	1515	80	92	66	75	45	54
Interval_551	chr1	35639717	35642780	+	3064	1006	1077	1153	1242	893	1037
Interval_552	chr1	35707234	35708581	+	1348	81	88	173	92	143	66
Interval_553	chr1	35717807	35719426	+	1620	524	606	642	658	575	545
Interval_554	chr1	35768192	35770449	+	2258	780	828	982	897	819	729
Interval_555	chr1	35807395	35809347	+	1953	957	1021	999	1111	843	869
Interval_556	chr1	35882777	35884378	+	1602	937	946	988	1036	885	861
Interval_557	chr1	35930008	35933180	+	3173	1520	1521	1587	1687	1376	1387
Interval_558	chr1	36083824	36084455	+	632	30	22	49	20	33	24
Interval_559	chr1	36088293	36090035	+	1743	1036	1038	1020	1193	893	1026
Interval_560	chr1	36123200	36123436	+	237	5	6	16	6	6	7
Interval_561	chr1	36124421	36125808	+	1388	89	122	142	126	116	91
Interval_562	chr1	36148584	36150004	+	1421	633	641	670	724	592	615
Interval_563	chr1	36155006	36158080	+	3075	1447	1474	1396	1579	1229	1407
Interval_564	chr1	36160481	36161704	+	1224	110	103	117	106	83	88
Interval_565	chr1	36223183	36226085	+	2903	1247	1264	1312	1447	1081	1122
Interval_566	chr1	36306152	36308598	+	2447	1105	1163	884	1277	744	1086
Interval_567	chr1	36320633	36321851	+	1219	92	91	175	126	133	86
Interval_568	chr1	36322959	36323639	+	681	31	29	75	49	67	31
Interval_569	chr1	36384550	36387372	+	2823	981	1051	1166	1105	958	939
Interval_570	chr1	36396276	36398352	+	2077	796	802	828	894	716	763
Interval_571	chr1	36450048	36451257	+	1210	370	381	457	429	373	319
Interval_572	chr1	36463321	36464956	+	1636	956	917	1002	1018	828	860
Interval_573	chr1	37293277	37293533	+	257	16	6	7	10	4	14
Interval_574	chr1	37473728	37480180	+	6453	2091	2217	1938	2433	1663	1929
Interval_575	chr1	37513585	37515363	+	1779	654	688	699	740	584	625
Interval_576	chr1	37519030	37519915	+	886	77	68	82	90	61	52
Interval_577	chr1	37553221	37554698	+	1478	850	850	864	935	738	812
Interval_578	chr1	37594537	37596472	+	1936	703	757	771	828	608	629
Interval_579	chr1	37689195	37693580	+	4386	2287	2368	2347	2610	1981	2163
Interval_580	chr1	37752287	37754408	+	2122	143	136	271	163	233	153
Interval_581	chr1	37765617	37766147	+	531	15	18	31	18	26	16
Interval_582	chr1	37793392	37795451	+	2060	496	553	605	581	499	465
Interval_583	chr1	37806826	37809244	+	2419	1304	1310	1305	1405	1142	1160
Interval_584	chr1	37858593	37860602	+	2010	1219	1196	1248	1392	1102	1148
Interval_585	chr1	37930247	37932986	+	2740	918	1023	850	1101	703	898
Interval_586	chr1	37945927	37947437	+	1511	530	536	594	583	580	529
Interval_587	chr1	37988815	37990698	+	1884	943	1009	970	1046	801	914
Interval_588	chr1	37995195	37996481	+	1287	101	105	148	140	124	87
Interval_589	chr1	38004655	38006172	+	1518	168	179	225	211	191	173
Interval_590	chr1	38012353	38013992	+	1640	636	684	670	712	530	574
Interval_591	chr1	38046295	38047480	+	1186	56	47	104	48	87	50
Interval_592	chr1	38474820	38476929	+	2110	182	204	211	251	179	171
Interval_593	chr1	38559277	38560308	+	1032	47	36	73	35	51	28
Interval_594	chr1	38858526	38860914	+	2389	956	1026	1049	1046	904	886
Interval_595	chr1	38872270	38874321	+	2052	994	1000	1040	1133	890	904
Interval_596	chr1	38990592	38992861	+	2270	663	691	718	748	580	676
Interval_597	chr1	39025661	39027504	+	1844	938	961	981	1085	828	882
Interval_598	chr1	39081405	39082045	+	641	16	13	46	20	51	10
Interval_599	chr1	39104995	39106488	+	1494	255	256	487	256	386	228
Interval_600	chr1	39204756	39205799	+	1044	53	40	35	51	35	44
Interval_601	chr1	39215064	39217133	+	2070	310	329	270	383	218	279
Interval_602	chr1	39408019	39409848	+	1830	517	536	601	603	555	492
Interval_603	chr1	39490725	39492111	+	1387	281	284	389	293	332	262
Interval_604	chr1	39573765	39577221	+	3457	1052	1049	1176	1111	927	897
Interval_605	chr1	39639222	39640144	+	923	73	91	102	82	88	72
Interval_606	chr1	39691015	39691834	+	820	70	64	106	84	90	73
Interval_607	chr1	39727669	39728953	+	1285	94	100	146	105	105	102
Interval_608	chr1	39738514	39739905	+	1392	573	631	601	674	470	527
Interval_609	chr1	39788634	39790100	+	1467	376	409	402	400	355	378
Interval_610	chr1	39799054	39800086	+	1033	108	114	138	135	103	101
Interval_611	chr1	39816944	39817679	+	736	57	57	82	69	60	51
Interval_612	chr1	39882133	39883930	+	1798	817	787	750	891	654	756
Interval_613	chr1	39900730	39902845	+	2116	753	715	838	813	707	669
Interval_614	chr1	39954695	39956551	+	1857	447	470	548	494	454	375
Interval_615	chr1	40039245	40042494	+	3250	1496	1517	1598	1712	1363	1409
Interval_616	chr1	40059820	40060205	+	386	8	6	16	7	10	3
Interval_617	chr1	40096373	40097895	+	1523	582	602	682	717	567	585
Interval_618	chr1	40160609	40163504	+	2896	1415	1454	1238	1662	1008	1361
Interval_619	chr1	40256832	40259093	+	2262	1295	1287	1337	1408	1123	1190
Interval_620	chr1	40314763	40317701	+	2939	476	472	645	502	502	464
Interval_621	chr1	40373202	40376000	+	2799	1128	1281	1223	1373	1064	1165
Interval_622	chr1	40381246	40381623	+	378	13	12	16	15	13	17
Interval_623	chr1	40383061	40383571	+	511	37	27	40	36	23	22
Interval_624	chr1	40386083	40386741	+	659	20	29	38	24	26	17
Interval_625	chr1	40387479	40388229	+	751	70	80	56	60	38	43
Interval_626	chr1	40400904	40401291	+	388	10	9	15	8	9	7
Interval_627	chr1	40449427	40451936	+	2510	784	832	1054	929	868	782
Interval_628	chr1	40476752	40478505	+	1754	788	873	926	900	787	777
Interval_629	chr1	40508116	40509692	+	1577	585	579	791	707	676	583
Interval_630	chr1	40530895	40532892	+	1998	597	650	659	676	596	536
Interval_631	chr1	40662323	40666544	+	4222	364	379	824	418	661	398
Interval_632	chr1	40668761	40669078	+	318	19	18	24	19	13	11
Interval_633	chr1	40690758	40693716	+	2959	1115	1107	1235	1305	1036	1001
Interval_634	chr1	40708546	40711987	+	3442	627	633	567	696	449	512
Interval_635	chr1	40783994	40784631	+	638	16	17	50	18	28	13
Interval_636	chr1	40801919	40802812	+	894	57	61	88	66	56	51
Interval_637	chr1	40817744	40818873	+	1130	138	126	161	163	140	140
Interval_638	chr1	40978863	40981489	+	2627	1245	1312	1405	1383	1155	1202
Interval_639	chr1	41241123	41243477	+	2355	775	821	897	891	702	771
Interval_640	chr1	41360600	41362234	+	1635	189	197	235	180	211	169
Interval_641	chr1	41366065	41367149	+	1085	25	20	89	25	68	22
Interval_642	chr1	41496047	41496668	+	622	15	18	41	24	46	19
Interval_643	chr1	41516259	41516927	+	669	38	52	61	40	48	40
Interval_644	chr1	41661281	41663023	+	1743	387	383	596	465	521	365
Interval_645	chr1	41891378	41891795	+	418	17	23	37	22	35	15
Interval_646	chr1	42034839	42036627	+	1789	544	576	679	627	581	548
Interval_647	chr1	42333419	42336361	+	2943	1490	1468	1452	1577	1254	1425
Interval_648	chr1	42380001	42381874	+	1874	674	708	694	751	607	641
Interval_649	chr1	42399389	42399675	+	287	5	5	16	5	7	2
Interval_650	chr1	42455588	42457609	+	2022	1039	1056	1162	1175	1002	1022
Interval_651	chr1	42462657	42463631	+	975	80	65	124	75	111	49
Interval_652	chr1	42657818	42659635	+	1818	1027	1067	1080	1136	960	934
Interval_653	chr1	42680722	42685676	+	4955	1653	1594	1647	1825	1372	1480
Interval_654	chr1	42765672	42768378	+	2707	1813	1836	1728	1958	1573	1676
Interval_655	chr1	42816017	42817849	+	1833	345	357	344	393	267	328
Interval_656	chr1	42845827	42848037	+	2211	856	870	910	1009	761	786
Interval_657	chr1	42923863	42925302	+	1440	389	366	494	412	381	350
Interval_658	chr1	42932062	42932318	+	257	9	8	5	8	16	5
Interval_659	chr1	42952847	42953750	+	904	55	61	42	54	32	38
Interval_660	chr1	42955115	42961108	+	5994	2341	2516	1875	2675	1574	2155
Interval_661	chr1	43068032	43068759	+	728	25	22	48	22	43	21
Interval_662	chr1	43171133	43172664	+	1532	898	954	979	1066	892	873
Interval_663	chr1	43270480	43271328	+	849	51	42	57	57	47	43
Interval_664	chr1	43284972	43285946	+	975	57	61	56	64	29	61
Interval_665	chr1	43348327	43349893	+	1567	425	434	455	499	358	427
Interval_666	chr1	43357997	43360520	+	2524	1139	1180	1096	1255	869	1065
Interval_667	chr1	43366226	43369089	+	2864	1059	1181	964	1230	816	1077
Interval_668	chr1	43388753	43390835	+	2083	1112	1149	1117	1200	1026	1067
Interval_669	chr1	43453360	43454960	+	1601	140	147	205	133	172	124
Interval_670	chr1	43530429	43532224	+	1796	314	310	327	329	278	310
Interval_671	chr1	43565308	43566269	+	962	88	114	193	90	138	73
Interval_672	chr1	43649260	43651952	+	2693	966	1044	1170	1150	909	971
Interval_673	chr1	43706219	43708712	+	2494	1394	1411	1404	1547	1202	1293
Interval_674	chr1	43834296	43834808	+	513	33	39	32	47	14	43
Interval_675	chr1	43834914	43836131	+	1218	90	102	51	129	38	91
Interval_676	chr1	43933405	43934665	+	1261	116	110	126	135	80	119
Interval_677	chr1	43936088	43936901	+	814	24	31	79	29	56	16
Interval_678	chr1	43945585	43948041	+	2457	1134	1167	1104	1205	940	1004
Interval_679	chr1	43969611	43971083	+	1473	631	655	761	720	648	589
Interval_680	chr1	43974118	43976369	+	2252	1309	1331	1409	1469	1282	1285
Interval_681	chr1	43978703	43980169	+	1467	190	197	224	212	175	172
Interval_682	chr1	43990908	43992594	+	1687	415	427	505	484	380	397
Interval_683	chr1	44029294	44031978	+	2685	901	914	1096	1003	949	818
Interval_684	chr1	44212824	44214423	+	1600	684	714	752	781	575	659
Interval_685	chr1	44354322	44355819	+	1498	650	656	667	715	541	615
Interval_686	chr1	44631241	44633226	+	1986	888	922	870	1002	679	837
Interval_687	chr1	44673539	44675394	+	1856	499	508	565	590	474	449
Interval_688	chr1	44713142	44713715	+	574	17	21	32	21	26	20
Interval_689	chr1	44731645	44731881	+	237	6	5	10	12	6	6
Interval_690	chr1	44739116	44741156	+	2041	1013	1021	1049	1163	906	957
Interval_691	chr1	44774471	44777973	+	3503	2055	2014	2104	2223	1792	1927
